Axial load (kN),lat disp top (mm),Lat drift,Lat Load_Resultant (kN),Total Load (kN)
251.325142,2.861976149,0.118019635,54.50739134,54.50739134
251.3172453,2.870818931,0.118384286,55.39766286,55.39766286
251.2651923,2.842289394,0.11720781,52.92272632,52.92272632
251.2866966,2.834085852,0.11686952,53.81108752,53.81108752
251.2301352,2.800671945,0.115491627,54.72465824,54.72465824
251.2471582,2.791725438,0.115122698,53.53924008,53.53924008
251.2391795,2.770504847,0.114247623,52.23470346,52.23470346
251.1949686,2.748957176,0.113359059,52.64447241,52.64447241
251.2606565,2.748265191,0.113330523,51.39232026,51.39232026
251.2646185,2.716177258,0.11200731,51.92538284,51.92538284
251.2058164,2.703304065,0.111476456,50.49356121,50.49356121
251.2139044,2.667648688,0.110006131,49.07374091,49.07374091
251.2151614,2.657838173,0.109601574,50.01934634,50.01934634
251.1334888,2.624101893,0.108210387,47.92040358,47.92040358
251.1495829,2.625783714,0.108279741,50.18549609,50.18549609
251.1534083,2.607134444,0.107510699,48.66668912,48.66668912
251.1067109,2.618295897,0.107970965,47.92676956,47.92676956
251.1230508,2.587939144,0.10671914,48.74643323,48.74643323
251.060642,2.567484789,0.105875661,47.56277025,47.56277025
251.0939504,2.537383841,0.104634385,46.09469436,46.09469436
251.0386732,2.529660857,0.104315912,46.23301666,46.23301666
251.0042991,2.501618374,0.103159521,45.83599111,45.83599111
251.1086237,2.503582377,0.10324051,46.18155567,46.18155567
251.0588933,2.4806922,0.102296586,46.29016057,46.29016057
251.0238362,2.475010031,0.102062269,44.94509969,44.94509969
250.8934441,2.443994218,0.100783267,46.07913755,46.07913755
250.9794613,2.431641173,0.100273863,46.67,46.67
250.9799258,2.384929993,0.098347629,46.02476636,46.02476636
250.9368626,2.392575785,0.098662919,45.37953271,45.37953271
250.9454697,2.362965367,0.097441871,44.73429907,44.73429907
250.9716192,2.377274841,0.098031952,44.08906542,44.08906542
250.7966339,2.347753056,0.096814559,43.44383178,43.44383178
250.8530587,2.346759811,0.0967736,42.79859813,42.79859813
250.8202148,2.31285629,0.095375517,42.15336449,42.15336449
250.8445062,2.308005808,0.095175497,41.50813084,41.50813084
250.7870431,2.280208371,0.094029211,40.8628972,40.8628972
250.8921326,2.271142276,0.093655352,40.21766355,40.21766355
250.796388,2.248225761,0.092710341,39.57242991,39.57242991
250.7896389,2.240239117,0.092380995,38.92719626,38.92719626
250.8029458,2.219335582,0.091518993,38.28196262,38.28196262
250.6940582,2.203917455,0.090883194,37.63672897,37.63672897
250.6732917,2.191848172,0.090385492,36.99149533,36.99149533
250.6686191,2.17901672,0.08985636,36.34626168,36.34626168
250.804394,2.174347688,0.089663822,35.70102804,35.70102804
250.6254741,2.145021538,0.088454496,35.05579439,35.05579439
250.6523066,2.137424451,0.088141214,34.41056075,34.41056075
250.6248183,2.112774251,0.087124711,33.7653271,33.7653271
250.581919,2.116167827,0.087264653,33.12009346,33.12009346
250.7200983,2.088531626,0.086125016,32.47485981,32.47485981
250.6117299,2.103526374,0.086743356,31.82962617,31.82962617
250.4376736,2.0726964,0.085472016,31.18439252,31.18439252
250.4779225,2.07700385,0.085649643,30.53915888,30.53915888
250.487404,2.044779527,0.084320805,29.89392523,29.89392523
250.4902184,2.053349504,0.084674206,29.24869159,29.24869159
250.5630378,2.017236161,0.083184996,28.60345794,28.60345794
250.5574636,2.026196849,0.083554509,27.9582243,27.9582243
250.5152748,1.991186825,0.082110797,27.31299065,27.31299065
250.4639323,2.003606445,0.082622946,26.66775701,26.66775701
250.3989003,1.967132635,0.081118872,26.02252336,26.02252336
250.4298315,1.958340571,0.080756312,25.37728972,25.37728972
250.3631327,1.922825538,0.079291775,24.73205607,24.73205607
250.3370653,1.927561671,0.079487079,24.08682243,24.08682243
250.2948217,1.876112194,0.077365451,23.44158879,23.44158879
250.1405484,1.867560789,0.077012816,22.79635514,22.79635514
250.207985,1.826158469,0.075305504,22.1511215,22.1511215
250.3748549,1.835119426,0.075675028,21.50588785,21.50588785
250.2773342,1.808607955,0.074581771,20.86065421,20.86065421
250.1514508,1.806681319,0.074502322,20.21542056,20.21542056
250.1799502,1.792752776,0.07392795,19.57018692,19.57018692
250.20681,1.793784823,0.073970508,18.92495327,18.92495327
250.2552015,1.777859012,0.073313774,18.27971963,18.27971963
250.0418528,1.771129365,0.073036262,17.63448598,17.63448598
250.1441552,1.743781851,0.07190853,16.98925234,16.98925234
250.0509518,1.740300498,0.071764969,16.34401869,16.34401869
250.1236893,1.710019912,0.070516285,15.69878505,15.69878505
249.9860564,1.703633674,0.070252935,15.0535514,15.0535514
250.1069941,1.679125417,0.069242285,14.40831776,14.40831776
250.016851,1.68047834,0.069298076,13.76308411,13.76308411
249.7944579,1.65198916,0.068123264,13.11785047,13.11785047
250.0381913,1.647136455,0.067923153,12.47261682,12.47261682
249.9065152,1.614181146,0.066564171,11.82738318,11.82738318
249.7422136,1.612464878,0.066493397,11.18214953,11.18214953
249.9241395,1.578368951,0.065087379,10.53691589,10.53691589
249.9624754,1.576777443,0.06502175,9.891682243,9.891682243
249.9971229,1.544142147,0.063675965,9.246448598,9.246448598
249.7717787,1.550590538,0.063941878,8.601214953,8.601214953
249.8925798,1.52095088,0.062719624,7.955981308,7.955981308
249.9880238,1.51334091,0.062405811,7.310747664,7.310747664
250.0977312,1.49242425,0.061543268,6.665514019,6.665514019
249.8907492,1.49719863,0.06174015,6.020280374,6.020280374
249.6145543,1.482131227,0.061118814,5.375046729,5.375046729
249.7671063,1.46867877,0.060564073,4.729813084,4.729813084
249.864299,1.438154489,0.05930534,4.084579439,4.084579439
249.4750088,1.413805895,0.058301274,3.439345794,3.439345794
249.8327668,1.413188921,0.058275832,2.79411215,2.79411215
249.5557797,1.396860903,0.057602511,2.148878505,2.148878505
249.8448715,1.395791414,0.057558409,1.50364486,1.50364486
249.5677204,1.361474826,0.056143292,0.858411215,0.858411215
249.8230938,1.375731173,0.056731182,0.21317757,0.21317757
249.429623,1.334309928,0.05502309,-0.432056075,-0.432056075
249.4004953,1.334527128,0.055032046,-1.07728972,-1.07728972
249.5994988,1.316178878,0.054275418,-1.722523364,-1.722523364
249.5455057,1.319683703,0.054419947,-2.367757009,-2.367757009
249.7786647,1.291911491,0.053274701,-3.012990654,-3.012990654
249.5390298,1.290251306,0.053206239,-3.658224299,-3.658224299
249.3706296,1.277161633,0.052666459,-4.303457944,-4.303457944
249.6374523,1.267488997,0.052267588,-4.948691589,-4.948691589
249.3889643,1.247605079,0.051447632,-5.593925234,-5.593925234
249.4612101,1.230441179,0.050739842,-6.239158879,-6.239158879
249.6332988,1.219387981,0.05028404,-6.884392523,-6.884392523
249.5090551,1.194324676,0.049250502,-7.529626168,-7.529626168
249.6363593,1.183504449,0.048804307,-8.174859813,-8.174859813
249.542172,1.156672187,0.047697822,-8.820093458,-8.820093458
249.4276829,1.155193955,0.047636864,-9.465327103,-9.465327103
249.4639426,1.130896983,0.046634927,-10.11056075,-10.11056075
249.4312624,1.12564038,0.04641816,-10.75579439,-10.75579439
249.1920105,1.112105496,0.04586002,-11.40102804,-11.40102804
249.5862737,1.126449384,0.046451521,-12.04626168,-12.04626168
249.0992443,1.112260671,0.045866419,-12.69149533,-12.69149533
249.5239743,1.10338978,0.045500609,-13.33672897,-13.33672897
249.4787797,1.087741724,0.044855329,-13.98196262,-13.98196262
249.3708211,1.057989329,0.043628426,-14.62719626,-14.62719626
249.2769617,1.056608422,0.043571481,-15.27242991,-15.27242991
249.3134398,1.031204476,0.042523896,-15.91766355,-15.91766355
249.3925712,1.036565159,0.042744955,-16.5628972,-16.5628972
249.3788544,1.01867515,0.042007223,-17.20813084,-17.20813084
249.2578076,1.013106774,0.041777599,-17.85336449,-17.85336449
249.4225461,0.994936092,0.041028292,-18.49859813,-18.49859813
249.0134183,0.987151575,0.040707281,-19.14383178,-19.14383178
248.9594801,0.973576732,0.040147494,-19.78906542,-19.78906542
249.1623089,0.9667009,0.039863955,-20.43429907,-20.43429907
249.444788,0.963363377,0.039726325,-21.07953271,-21.07953271
249.4249232,0.933627365,0.038500098,-21.72476636,-21.72476636
249.0925771,0.914817086,0.037724416,-22.37,-22.37
249.2278054,0.903562495,0.037260309,-23.63887389,-23.63887389
249.3109533,0.900405967,0.037130143,-22.70632347,-22.70632347
249.0234465,0.899193883,0.03708016,-24.60359674,-24.60359674
249.138045,0.883623302,0.036438074,-22.88603426,-22.88603426
248.8627246,0.883684532,0.036440599,-23.83745348,-23.83745348
249.0194573,0.858418784,0.035398713,-24.43488597,-24.43488597
249.1843869,0.852914313,0.035171724,-25.00814035,-25.00814035
249.3630883,0.844344139,0.034818315,-26.44239548,-26.44239548
249.4041022,0.828548605,0.034166953,-24.27774488,-24.27774488
249.2043885,0.823245437,0.033948265,-24.897857,-24.897857
249.1297384,0.807300112,0.033290726,-24.98430269,-24.98430269
248.7003904,0.802764186,0.033103678,-25.14413951,-25.14413951
249.5458336,0.778562544,0.032105672,-25.58744887,-25.58744887
249.1900704,0.781264705,0.032217101,-25.05683812,-25.05683812
248.8253994,0.768191149,0.031677986,-26.59466402,-26.59466402
248.680635,0.751303939,0.030981606,-28.78435646,-28.78435646
249.0961294,0.747948077,0.03084322,-29.52548564,-29.52548564
249.0541045,0.726157018,0.029944619,-26.29503618,-26.29503618
249.0184187,0.707992344,0.029195561,-28.7501898,-28.7501898
248.9907667,0.69500785,0.028660118,-30.26497803,-30.26497803
249.4730416,0.67437137,0.027809129,-28.81553423,-28.81553423
248.9008147,0.659962547,0.02721495,-27.49255476,-27.49255476
249.0339936,0.633056705,0.026105431,-30.71700722,-30.71700722
249.1122234,0.622921926,0.025687502,-28.10909668,-28.10909668
249.0124347,0.603646374,0.024892634,-30.1670544,-30.1670544
249.2090062,0.568856663,0.023458007,-33.59859105,-33.59859105
249.3022914,0.553788785,0.022836651,-35.87278433,-35.87278433
249.0077348,0.549473932,0.022658719,-34.69577024,-34.69577024
249.042273,0.53563122,0.022087885,-35.38246472,-35.38246472
248.7038881,0.52312124,0.02157201,-35.71480859,-35.71480859
248.8878084,0.501702635,0.020688768,-37.1453714,-37.1453714
249.0770023,0.492472099,0.020308128,-37.21970048,-37.21970048
248.9184936,-0.47756095,-0.019693235,-37.72970546,-37.72970546
249.0930962,-0.473024185,-0.019506152,-38.19080768,-38.19080768
248.8231043,-0.467750651,-0.019288687,-37.16111584,-37.16111584
249.2527252,-0.460230384,-0.018978573,-39.81998739,-39.81998739
248.8140052,-0.430398898,-0.017748408,-36.13530282,-36.13530282
249.0151944,-0.414470619,-0.017091572,-40.52854898,-40.52854898
248.9707652,-0.379264859,-0.015639788,-38.75057535,-38.75057535
248.826875,-0.348627587,-0.014376395,-39.66203248,-39.66203248
248.8783816,-0.335069024,-0.013817279,-40.53165424,-40.53165424
248.9941545,-0.309315014,-0.012755258,-40.21294259,-40.21294259
248.8108357,-0.30460572,-0.012561061,-39.94732243,-39.94732243
249.037136,-0.299189238,-0.012337701,-40.24884513,-40.24884513
248.5240663,-0.294946131,-0.012162727,-40.88157477,-40.88157477
249.1857804,-0.27628788,-0.011393315,-39.61680192,-39.61680192
248.9890451,-0.267465089,-0.011029488,-38.4433408,-38.4433408
249.1200929,-0.243185141,-0.010028253,-40.4231634,-40.4231634
249.0537218,-0.239134148,-0.009861202,-39.19121939,-39.19121939
248.7654498,-0.231914752,-0.009563495,-39.96506022,-39.96506022
249.0927411,-0.215341031,-0.008880043,-39.53920922,-39.53920922
248.7080687,-0.19574318,-0.008071884,-42.77608933,-42.77608933
249.0155496,-0.182951251,-0.007544381,-39.10882398,-39.10882398
248.9189035,-0.175745131,-0.007247222,-41.67859761,-41.67859761
248.7845769,-0.163593937,-0.006746142,-42.62282344,-42.62282344
248.8045511,-0.156239911,-0.006442883,-41.66301842,-41.66301842
248.7871729,-0.140228522,-0.005782619,-40.88039411,-40.88039411
249.0421907,-0.119259099,-0.004917901,-41.49653472,-41.49653472
248.7161022,-0.118174022,-0.004873156,-42.38075661,-42.38075661
248.7518968,-0.100638823,-0.004150055,-42.64273579,-42.64273579
249.0253043,-0.083154717,-0.00342906,-43.61880735,-43.61880735
248.864091,-0.085499387,-0.003525748,-40.95409925,-40.95409925
248.8343893,-0.090078623,-0.003714582,-43.44176819,-43.44176819
248.8570138,-0.074855982,-0.003086845,-43.27911706,-43.27911706
249.1803158,-0.077120726,-0.003180236,-44.91032344,-44.91032344
248.8757582,-0.069397037,-0.002861733,-42.64684441,-42.64684441
248.925352,-0.049282187,-0.002032255,-42.81731463,-42.81731463
248.9465831,-0.037252685,-0.001536193,-42.61130263,-42.61130263
249.0685042,-0.042678534,-0.00175994,-43.78929916,-43.78929916
248.7877465,-0.025211961,-0.001039669,-43.36864096,-43.36864096
248.6836131,-0.039471084,-0.001627674,-45.37590127,-45.37590127
249.0449233,-0.048342739,-0.001993515,-44.83119981,-44.83119981
249.3849752,-0.045652987,-0.001882597,-43.69697914,-43.69697914
248.3722523,-0.041875516,-0.001726825,-46.00053987,-46.00053987
248.9915043,-0.048623173,-0.002005079,-45.09064124,-45.09064124
248.8345532,-0.054234249,-0.002236464,-47.24292618,-47.24292618
247.2382647,-0.215560368,-0.008889087,-11.30667287,-11.30667287
247.2571459,-0.219427416,-0.009048553,-11.28704607,-11.28704607
247.3052094,-0.216898796,-0.00894428,-9.424509194,-9.424509194
247.2134542,-0.206754167,-0.008525945,-9.356001516,-9.356001516
247.1395145,-0.199116425,-0.008210987,9.230244492,9.230244492
247.2352044,-0.19860455,-0.008189878,-9.744629825,-9.744629825
247.2747428,-0.192872339,-0.007953499,-10.48537356,-10.48537356
247.1332026,-0.18992896,-0.007832122,-8.892271207,-8.892271207
247.2652338,-0.192883601,-0.007953963,-9.075003789,-9.075003789
247.2594684,0.195229535,0.008050702,-9.056138018,-9.056138018
247.1880426,-0.187068686,-0.007714173,-9.030770486,-9.030770486
247.2320621,0.186316592,0.007683158,-9.619487233,-9.619487233
247.1367001,-0.189647428,-0.007820513,-10.35016958,-10.35016958
247.1830695,0.14638026,0.006036299,-13.3843682,-13.3843682
247.1098949,-0.131490899,-0.005422305,-14.62370577,-14.62370577
247.2302587,0.11715511,0.004831139,-14.93949896,-14.93949896
247.179818,0.109236536,0.004504599,-12.7707532,-12.7707532
247.2437297,-0.108679633,-0.004481634,-12.14588904,-12.14588904
247.2349858,0.114078279,0.004704259,-11.27051217,-11.27051217
247.1460725,0.111626595,0.004603159,-11.10348318,-11.10348318
247.1948191,-0.099727618,-0.004112479,-12.84082357,-12.84082357
247.2430465,-0.085740627,-0.003535696,-9.512422564,-9.512422564
247.2305593,-0.084433581,-0.003481797,-10.16475729,-10.16475729
247.1540785,-0.079758421,-0.003289007,-12.99581225,-12.99581225
247.2275809,0.075829755,0.003127,-10.49532825,-10.49532825
247.2442761,0.078815194,0.003250111,-15.0185336,-15.0185336
247.142329,-0.074194881,-0.003059583,-14.21940011,-14.21940011
247.2452325,0.070389607,0.002902664,-16.18232739,-16.18232739
247.1144855,-0.071230268,-0.002937331,-18.59221676,-18.59221676
247.1731508,-0.07456786,-0.003074963,-20.74503311,-20.74503311
247.0836636,-0.075241618,-0.003102747,-19.60128111,-19.60128111
247.2212964,-0.09848853,-0.004061383,-19.94357786,-19.94357786
247.1388314,-0.115888373,-0.004778902,-22.99885746,-22.99885746
247.1611828,-0.143571,-0.005920454,-23.13853565,-23.13853565
247.0857949,-0.160443628,-0.006616232,-23.49269208,-23.49269208
247.1147314,-0.184916913,-0.00762544,-25.6408183,-25.6408183
247.0957956,-0.201411479,-0.008305628,-27.38990722,-27.38990722
247.1208247,-0.215895965,-0.008902926,-30.66147098,-30.66147098
247.1551987,-0.210859992,-0.008695257,-25.78229746,-25.78229746
247.1314539,-0.22158248,-0.009137422,-26.95273429,-26.95273429
247.1553627,-0.231768761,-0.009557475,-28.64483091,-28.64483091
247.103583,-0.211388383,-0.008717047,-29.3123039,-29.3123039
247.194737,-0.219555764,-0.009053846,-32.60740587,-32.60740587
247.166429,-0.219507575,-0.009051859,-30.08998507,-30.08998507
247.0512023,-0.22213843,-0.009160348,-30.77861775,-30.77861775
247.1192125,-0.233219963,-0.009617318,-33.46717184,-33.46717184
247.1598439,-0.235174471,-0.009697916,-32.96215414,-32.96215414
247.1256612,-0.254116045,-0.010479012,-32.3700932,-32.3700932
247.0914784,-0.278684655,-0.011492151,-33.96078277,-33.96078277
247.138449,-0.302328266,-0.012467145,-37.73970366,-37.73970366
247.1357985,-0.363174036,-0.014976249,-35.85168702,-35.85168702
247.074428,-0.430610898,-0.01775715,-37.85777437,-37.85777437
247.0642086,-0.445868021,-0.01838631,-39.34111376,-39.34111376
247.1328749,-0.525422206,-0.021666895,-41.84722398,-41.84722398
247.1020802,-0.624781604,-0.02576419,-40.05302764,-40.05302764
247.1411267,-0.706667066,-0.02914091,-42.0616987,-42.0616987
247.1658825,-0.760955405,-0.031379604,-43.05848355,-43.05848355
247.160445,-0.808228286,-0.033329001,-44.64901996,-44.64901996
247.1118077,-0.833631228,-0.034376545,-44.57489324,-44.57489324
247.2327725,-0.843032713,-0.034764236,-43.97741517,-43.97741517
247.0675696,-0.859548042,-0.03544528,-46.86073481,-46.86073481
247.0935277,-0.873446732,-0.036018422,-50.85251815,-50.85251815
247.2020327,-0.887469215,-0.036596669,-48.40415186,-48.40415186
247.0754663,-0.908419296,-0.03746059,-48.21512296,-48.21512296
247.2024972,-0.944908127,-0.038965284,-49.46451469,-49.46451469
247.2631025,-0.953887115,-0.039335551,-49.96677319,-49.96677319
247.1119169,-0.982639526,-0.040521218,-49.92379378,-49.92379378
247.1755554,-1.00511084,-0.04144787,-49.39907089,-49.39907089
247.266764,-1.026770038,-0.042341033,-51.87078733,-51.87078733
247.1476299,-1.076791343,-0.044403767,-52.26830072,-52.26830072
247.2300674,-1.097181522,-0.045244599,-52.98848527,-52.98848527
247.1512367,-1.131755429,-0.046670327,-52.89335461,-52.89335461
247.3251288,-1.150890182,-0.047459389,-55.31868341,-55.31868341
247.2391392,-1.173298935,-0.048383461,-54.43903412,-54.43903412
247.295154,-1.19457444,-0.049260802,-54.8355831,-54.8355831
247.2128805,-1.225737295,-0.050545868,-57.10333902,-57.10333902
247.2768468,-1.239830114,-0.051127015,-57.43648488,-57.43648488
247.2776665,-1.274588752,-0.052560361,-59.03103232,-59.03103232
247.290263,-1.310093063,-0.054024456,-58.84955165,-58.84955165
247.2160227,-1.319911238,-0.054429329,-59.00456518,-59.00456518
247.3762526,-1.338803225,-0.05520838,-61.85316211,-61.85316211
247.237445,-1.361423694,-0.056141183,-62.09566569,-62.09566569
247.3336541,-1.386321761,-0.057167908,-61.50045823,-61.50045823
247.2977225,-1.426789364,-0.058836675,-62.65869366,-62.65869366
247.2973673,-1.469738256,-0.060607763,-66.9087487,-66.9087487
247.3396381,-1.500129089,-0.061860993,-65.67528973,-65.67528973
247.3606505,-1.528109344,-0.063014818,-66.78022186,-66.78022186
247.2701796,-1.591145656,-0.065614254,-69.55853414,-69.55853414
247.3306483,-1.633973637,-0.067380356,-70.65139278,-70.65139278
247.4676799,-1.684159044,-0.069449857,-70.06849196,-70.06849196
247.4160096,-1.731484559,-0.071401425,-71.89236949,-71.89236949
247.3877562,-1.760452988,-0.072596,-72.60895354,-72.60895354
247.4135777,-1.775962702,-0.073235575,-74.38815927,-74.38815927
247.4159823,-1.829374294,-0.075438115,-75.84936427,-75.84936427
247.4723251,-1.875448543,-0.077338084,-78.77921066,-78.77921066
247.5251704,-1.922884689,-0.079294214,-78.36672159,-78.36672159
247.4428421,-1.978668532,-0.081594579,-80.69128335,-80.69128335
247.4669968,-2.029684002,-0.083698309,-82.76779171,-82.76779171
247.4529795,-2.087320816,-0.086075085,-83.35974327,-83.35974327
247.5269464,-2.145115268,-0.088458362,-82.43576192,-82.43576192
247.526482,-2.209171677,-0.091099863,-84.35680385,-84.35680385
247.5815405,-2.232723373,-0.092071067,-86.73012356,-86.73012356
247.5500628,-2.275640064,-0.093840827,-87.06238684,-87.06238684
247.6411076,-2.317592658,-0.095570831,-87.27158468,-87.27158468
247.6714376,-2.366111535,-0.09757161,-88.73389953,-88.73389953
247.6657814,-2.424839852,-0.099993396,-91.66363335,-91.66363335
247.6280738,-2.473045904,-0.101981274,-90.46598049,-90.46598049
247.640807,-2.513284788,-0.10364061,-89.2863581,-89.2863581
247.7674553,-2.570847601,-0.106014334,-91.13928651,-91.13928651
247.6676121,-2.61096188,-0.107668531,-94.70577045,-94.70577045
247.8207378,-2.660384335,-0.109706571,-92.42762405,-92.42762405
247.8622435,-2.702245244,-0.111432794,-95.27536359,-95.27536359
247.8924915,-2.744746221,-0.113185411,-95.81053214,-95.81053214
247.902137,-2.779567108,-0.114621324,-97.91696222,-97.91696222
247.8906061,-2.815818392,-0.116116222,-96.56380132,-96.56380132
247.9353087,-2.865580305,-0.11816826,-99.75909688,-99.75909688
248.0767396,-2.904216042,-0.119761486,-99.93026356,-99.93026356
248.0781878,-2.956174226,-0.121904092,-100.4281237,-100.4281237
248.1885235,-2.989908696,-0.123295204,-102.8836615,-102.8836615
248.2362318,-3.0549393,-0.125976878,-101.8401046,-101.8401046
248.3017556,-3.115381231,-0.128469329,-105.0191335,-105.0191335
248.4223654,-3.154259201,-0.130072544,-105.8218742,-105.8218742
248.4308086,-3.210226317,-0.132380467,-104.0098336,-104.0098336
248.5376467,-3.242682779,-0.133718878,-107.6227843,-107.6227843
248.5882515,-3.277773265,-0.135165908,-107.5484757,-107.5484757
248.7295731,-3.325382432,-0.137129172,-106.317383,-106.317383
248.7502848,-3.358120031,-0.138479177,-108.6208949,-108.6208949
248.8143605,-3.382213004,-0.139472701,-109.9100177,-109.9100177
248.893,-3.420476592,-0.141050581,-110.1795061,-110.1795061
248.9254067,-3.468321171,-0.143023553,-108.1913882,-108.1913882
249.0113964,-3.497533391,-0.144228181,-114.6753861,-114.6753861
249.079926,-3.521250692,-0.145206214,-111.9564118,-111.9564118
249.1498489,-3.555696595,-0.146626664,-112.5004774,-112.5004774
249.2301827,-3.592833993,-0.148158103,-113.7779284,-113.7779284
249.2478341,-3.623027811,-0.149403209,-111.179972,-111.179972
249.3293427,-3.665238007,-0.151143835,-115.7671854,-115.7671854
249.4702271,-3.687726522,-0.152071197,-117.1573665,-117.1573665
249.4513732,-3.730632517,-0.153840516,-115.8092079,-115.8092079
249.5349312,-3.765407259,-0.155274526,-118.8910359,-118.8910359
249.6203471,-3.809826942,-0.157106266,-116.9229073,-116.9229073
249.6534095,-3.834512573,-0.15812423,-119.1228689,-119.1228689
249.7321857,-3.868520071,-0.159526601,-117.6231944,-117.6231944
249.8669223,-3.901492764,-0.1608863,-120.0822643,-120.0822643
249.8779066,-3.944120883,-0.16264416,-119.9651891,-119.9651891
249.9907563,-3.993548337,-0.164682406,-122.0295364,-122.0295364
250.0623734,-4.039269178,-0.166567801,-123.2673329,-123.2673329
250.1284439,-4.078216659,-0.168173883,-121.0046451,-121.0046451
250.2722793,-4.118878225,-0.169850648,-124.630275,-124.630275
250.2712138,-4.140418243,-0.170738897,-125.374816,-125.374816
250.3185394,-4.1748185,-0.172157464,-126.216762,-126.216762
250.3400438,-4.214164523,-0.17377998,-125.1285697,-125.1285697
250.4089284,-4.250808683,-0.17529108,-127.9255587,-127.9255587
250.4618829,-4.283143154,-0.17662446,-126.3800494,-126.3800494
250.5677103,-4.314694161,-0.177925532,-127.6201994,-127.6201994
250.6055819,-4.354640874,-0.17957282,-126.4263318,-126.4263318
250.6447377,-4.388048906,-0.18095047,-129.8931308,-129.8931308
250.7113818,-4.419028192,-0.182227967,-129.6764099,-129.6764099
250.7982188,-4.459900041,-0.183913404,-132.0764676,-132.0764676
250.8044214,-4.483856915,-0.184901316,-131.677207,-131.677207
250.9192384,-4.514384596,-0.18616019,-130.9809536,-130.9809536
250.9678484,-4.551848585,-0.187705096,-129.4972401,-129.4972401
251.0234535,-4.591614945,-0.189344946,-129.9101944,-129.9101944
251.0850154,-4.628924065,-0.190883467,-132.8928696,-132.8928696
251.1332975,-4.665690401,-0.192399604,-133.8142858,-133.8142858
251.2282771,-4.701431055,-0.193873446,-134.3046247,-134.3046247
251.2790185,-4.722617688,-0.194747121,-134.2397169,-134.2397169
251.3627678,-4.753300134,-0.196012377,-134.3525603,-134.3525603
251.4238924,-4.780577966,-0.197137236,-136.2524212,-136.2524212
251.394218,-4.810819012,-0.198384289,-136.2406607,-136.2406607
251.4831316,-4.852564103,-0.200105736,-138.8205374,-138.8205374
251.5900246,-4.883937524,-0.201399486,-140.3249103,-140.3249103
251.6783097,-4.928971068,-0.203256539,-141.7728587,-141.7728587
251.7280402,-4.962257503,-0.204629175,-141.1806079,-141.1806079
251.7932362,-4.98629141,-0.205620264,-140.4858792,-140.4858792
252.0059566,-5.013434581,-0.20673957,-140.7571628,-140.7571628
252.7226766,-5.05185287,-0.20832383,-141.2483963,-141.2483963
252.199878,-5.080591065,-0.20950891,-142.8757194,-142.8757194
252.1808051,-5.115784343,-0.210960179,-142.3598979,-142.3598979
252.0794862,-5.13911976,-0.211922464,-141.7434213,-141.7434213
252.15982,-5.17603675,-0.213444814,-145.6038316,-145.6038316
252.2255898,-5.228453919,-0.215606347,-144.4721322,-144.4721322
252.2017081,-5.253451279,-0.216637166,-144.0955254,-144.0955254
252.3488775,-5.29384225,-0.218302773,-145.4607726,-145.4607726
252.4651428,-5.328109581,-0.219715859,-146.1660916,-146.1660916
252.4704436,-5.360399863,-0.221047417,-146.816073,-146.816073
252.491948,-5.423797421,-0.223661749,-149.583079,-149.583079
252.593622,-5.462765133,-0.225268665,-150.1189457,-150.1189457
252.6341441,-5.484045358,-0.2261462,-149.6738066,-149.6738066
252.6858965,-5.519255673,-0.227598172,-150.7973461,-150.7973461
252.7653285,-5.545841092,-0.228694478,-151.4395248,-151.4395248
252.8102498,-5.573336191,-0.229828297,-150.6137843,-150.6137843
252.859543,-5.599148817,-0.230892735,-153.6297178,-153.6297178
252.8951193,-5.636497743,-0.232432897,-154.6257009,-154.6257009
252.9089728,-5.676422806,-0.234079291,-153.1252611,-153.1252611
252.9251215,-5.717376514,-0.235768104,-154.5251706,-154.5251706
252.9533476,-5.763310305,-0.237662281,-155.9010676,-155.9010676
252.9354228,-5.797756682,-0.23908275,-156.6619095,-156.6619095
252.9568178,-5.831319013,-0.240466763,-156.6692517,-156.6692517
253.0161118,-5.869429045,-0.242038311,-157.6870762,-157.6870762
253.0263584,-5.893743387,-0.243040964,-159.0884049,-159.0884049
253.0577815,-5.91532412,-0.243930892,-158.2770474,-158.2770474
253.070624,-5.941951566,-0.245028931,-157.0652979,-157.0652979
253.0770451,-5.972755262,-0.246299186,-159.0174442,-159.0174442
253.1111187,-6.019601415,-0.248230986,-161.4955409,-161.4955409
253.162024,-6.054694537,-0.249678125,-160.2262417,-160.2262417
253.1684999,-6.087708588,-0.251039529,-162.2907439,-162.2907439
253.1780634,-6.115573052,-0.252188579,-164.6882174,-164.6882174
253.1957969,-6.16106678,-0.254064609,-160.6050786,-160.6050786
253.2247062,-6.192056149,-0.255342522,-164.1121914,-164.1121914
253.2349802,-6.203618392,-0.255819315,-164.4085982,-164.4085982
253.2755843,-6.236847324,-0.25718958,-165.110849,-165.110849
253.281295,-6.257712825,-0.258050013,-165.6349322,-165.6349322
253.3559179,-6.298053897,-0.259713563,-164.5124359,-164.5124359
253.4102935,-6.336275203,-0.261289699,-167.2058986,-167.2058986
253.4692049,-6.372329991,-0.262776494,-168.237066,-168.237066
253.5401391,-6.419064492,-0.26470369,-168.7043667,-168.7043667
253.5820001,-6.437227658,-0.265452687,-170.8827923,-170.8827923
253.6383976,-6.472063559,-0.266889219,-168.3482264,-168.3482264
253.7089219,-6.517976951,-0.268782555,-170.0949636,-170.0949636
