14.867	0.00111378	-0.936657474	-0.000400639
29.6125	0.00236378	-0.909523454	-0.000377525
17.4332	0.00136378	-0.542991774	-0.0002614
5.25434	0.000363776	-0.502290744	-0.000223393
-6.75135	-0.000636224	-0.570125794	-0.000207298
-18.5479	-0.00163622	-0.556558784	-0.000168498
-30.2231	-0.00263622	-0.570125794	-0.000154197
-19.0492	-0.00171804	-0.542991774	-0.000105862
-7.87321	-0.00079986	-0.542991774	-0.000150752
3.3037	0.000118321	-0.488679252	-0.000102885
14.4806	0.0010365	-0.271518128	-0.000135388
25.63	0.00195469	-3.47515625	-0.000219087
36.4091	0.00287287	-3.393709708	-0.000268806
46.5732	0.00379105	-2.905030456	-0.00025921
56.3432	0.00470923	0.067875084	-0.000180486
65.8347	0.00562741	-1.248876632	-0.000216433
75.0195	0.00654559	-0.814509902	-0.000125931
83.6514	0.00746378	0.108598355	-9.79882E-05
73.2189	0.00651378	-1.208175602	-9.39428E-05
62.7871	0.00556378	0	-9.871E-05
52.3556	0.00461378	4.153898192	8.17961E-05
41.8873	0.00366378	11.3214074	0.000428473
31.2643	0.00271378	19.57490461	0.000958344
20.2159	0.00176378	23.81025379	0.001161471
8.69537	0.000813776	31.31713397	0.001654939
-2.75398	-0.000136224	35.79682723	0.001954165
-14.1704	-0.00108622	42.06840223	0.002342727
-25.3117	-0.00203622	34.49364697	0.001993804
-35.9273	-0.00298622	30.35332023	0.001835952
-46.0367	-0.00393622	22.34417155	0.001433233
-55.9211	-0.00488622	18.58394351	0.001232902
-65.629	-0.00583622	11.93227871	0.001018065
-75.0534	-0.00678622	5.429931085	0.000506203
-83.9686	-0.00773622	-0.312219158	0.0002504
-73.8258	-0.0068135	-6.651660352	-4.85914E-05
-63.6837	-0.00589077	-9.828164454	-0.000287553
-53.5421	-0.00496804	-13.79204444	-0.000493144
-43.3934	-0.00404531	-13.64271836	-0.000580142
-33.2031	-0.00312259	-18.42106377	-0.000930606
-22.9102	-0.00219986	-22.58853787	-0.001124148
-12.3439	-0.00127713	-30.70628046	-0.001512152
-1.60327	-0.000354406	-34.60223643	-0.001812683
9.17095	0.000568321	-42.4892064	-0.00231319
19.6924	0.00149105	-45.82847014	-0.002612598
29.9502	0.00241378	-37.37150782	-0.002093161
40.0526	0.0033365	-32.98682811	-0.001851031
50.126	0.00425923	-21.02739759	-0.0013882
60.2077	0.00518196	-17.33508022	-0.001071239
70.2376	0.00610469	-11.94586351	-0.000738266
79.8937	0.00702741	-7.954849506	-0.000575443
88.2964	0.00795014	-2.524931766	-0.000415934
95.847	0.00887287	0.434393419	-0.000171351
102.923	0.00979559	1.588256499	5.32979E-05
109.614	0.0107183	6.515919081	0.000357756
115.948	0.011641	11.53860856	0.000588361
121.905	0.0125638	20.43011999	0.001059557
113.386	0.0116566	27.21753496	0.001457692
104.867	0.0107495	33.67915486	0.001874857
96.3478	0.00984235	39.36701037	0.002181726
87.829	0.0089352	43.31728776	0.002451196
79.3077	0.00802806	30.16327534	0.001854386
70.7789	0.00712092	26.57952073	0.001627874
62.2442	0.00621378	20.38939672	0.001400498
53.678	0.00530663	14.83729137	0.001113321
45.0949	0.00439949	9.828177799	0.000823589
36.4223	0.00349235	-0.081446542	0.000290883
27.4379	0.0025852	-5.063430542	8.60986E-05
17.8749	0.00167806	-10.68337539	-0.000319925
7.98984	0.000770919	-13.38476725	-0.000388131
-2.07403	-0.000136224	-18.42106377	-0.00069509
-12.2474	-0.00104337	-23.98674057	-0.001045225
-22.3218	-0.00195051	-32.59316241	-0.001648277
-32.2457	-0.00285765	-37.29006128	-0.001965709
-42.1449	-0.0037648	-45.19059826	-0.002383102
-52.0499	-0.00467194	-43.72451602	-0.002380057
-61.9318	-0.00557908	-43.14082322	-0.002361388
-71.7188	-0.00648622	-36.81494903	-0.002102172
-81.2505	-0.00739337	-29.33521177	-0.001618751
-89.469	-0.00830051	-22.39846628	-0.001297559
-97.0623	-0.00920765	-18.33961723	-0.001074689
-104.294	-0.0101148	-14.04995107	-0.000787394
-111.168	-0.0110219	-6.339441194	-0.000349523
-117.708	-0.0119291	-5.78288241	-0.000248753
-123.902	-0.0128362	-1.846180928	-0.000101693
-115.053	-0.0119291	9.448083557	0.000414211
-106.203	-0.0110219	27.81483035	0.001495156
-97.3539	-0.0101148	43.20868941	0.002352012
-88.5045	-0.00920765	53.30834085	0.003136285
-79.6539	-0.00830051	61.14104278	0.004030468
-70.801	-0.00739337	67.22257734	0.005000837
-61.9354	-0.00648622	72.29953041	0.005855081
-53.074	-0.00557908	66.84247865	0.005909179
-44.2154	-0.00467194	57.97810569	0.005281737
-35.3747	-0.0037648	49.2494918	0.004724982
-26.3956	-0.00285765	39.62493035	0.004038703
-17.1539	-0.00195051	28.23564787	0.003246575
-7.65379	-0.00104337	18.62466678	0.00250877
1.84267	-0.000136224	3.095062008	0.001336918
11.3552	0.000770919	-6.5566468	0.000679719
20.8838	0.00167806	-23.07721712	-0.000364756
30.0377	0.0025852	-29.21301972	-0.000818843
38.8022	0.00349235	-38.94617062	-0.001623119
47.3606	0.00439949	-47.51211384	-0.002307101
55.8547	0.00530663	-56.43075484	-0.003109654
64.3209	0.00621378	-67.657122	-0.004132568
72.7667	0.00712092	-71.3357834	-0.005072321
81.1985	0.00802806	-78.34036394	-0.006065825
89.6057	0.0089352	-77.81102814	-0.006499949
97.9829	0.00984235	-67.83327072	-0.005972943
106.307	0.0107495	-51.42163682	-0.004549875
114.483	0.0116566	-42.73359051	-0.003991997
121.858	0.0125638	-31.83296503	-0.003071514
127.035	0.0134709	-22.94145805	-0.002412374
131.588	0.0143781	-13.22187416	-0.001641794
134.861	0.0152852	-3.89595597	-0.000957026
135.159	0.0161923	4.873363404	-0.000353026
130.302	0.0170995	16.43911933	0.00054763
128.392	0.0180066	27.63835692	0.001498135
127.629	0.0189138	36.69276588	0.002336558
127.524	0.0198209	45.09558471	0.00331152
127.525	0.0207281	53.66130552	0.004165396
127.457	0.0216352	63.55734951	0.00513905
127.54	0.0225423	70.56197453	0.005948241
127.79	0.0234495	69.15020481	0.006110823
127.964	0.0243566	61.31750288	0.005529307
128.209	0.0252638	51.01422618	0.004807089
120.573	0.0243566	40.77878898	0.004109816
113.003	0.0234495	28.15420133	0.003066865
105.522	0.0225423	19.72423068	0.002488483
98.1324	0.0216352	8.063447861	0.0014953
90.8462	0.0207281	-4.113161576	0.000677971
83.6895	0.0198209	-14.56580883	-1.92575E-05
76.6767	0.0189138	-22.72425245	-0.000972321
69.8054	0.0180066	-30.71984747	-0.00154261
63.0963	0.0170995	-39.97788613	-0.002323979
56.5916	0.0161923	-45.27200032	-0.003296304
50.3123	0.0152852	-54.19064132	-0.004073844
44.2621	0.0143781	-64.87432808	-0.005016344
38.4434	0.0134709	-71.3357834	-0.005915754
32.8456	0.0125638	-73.50783946	-0.006518609
27.4884	0.0116566	-62.06395532	-0.005653727
22.3812	0.0107495	-44.56607098	-0.004126699
17.5635	0.00984235	-38.82402305	-0.003672241
13.0775	0.0089352	-30.17685569	-0.002958288
8.94512	0.00802806	-21.0545761	-0.002195458
5.15034	0.00712092	-11.44357277	-0.001535449
1.66102	0.00621378	-3.733062886	-0.000742894
-1.57249	0.00530663	1.493229603	-0.000397786
-4.55132	0.00439949	27.77410264	0.001654795
-7.32282	0.00349235	44.45757493	0.003342629
-10.0033	0.0025852	68.512155	0.00580998
-12.6619	0.00167806	80.53946506	0.007372645
-15.5024	0.000770919	88.53506007	0.008705504
-18.8698	-0.000136224	94.50796959	0.009841261
-23.2529	-0.00104337	102.3542385	0.011615938
-29.0598	-0.00195051	104.7569782	0.013009603
-36.2957	-0.00285765	86.87890625	0.0114164
-44.463	-0.0037648	70.73843462	0.009863026
-52.6897	-0.00467194	57.81521261	0.008569254
-60.8793	-0.00557908	43.52090856	0.006923253
-69.026	-0.00648622	27.59763365	0.005214985
-77.1464	-0.00739337	8.565716364	0.003065496
-85.2187	-0.00830051	-8.199189132	0.001547826
-93.1655	-0.00920765	-22.08624712	8.5948E-05
-100.934	-0.0101148	-41.43040135	-0.002134415
