Axial load (kN),lat disp top (mm),Lat drift,Lat Load Act 3_ EW (kN),Total Load (kN)
251.7454456,-4.062821,-0.16753901,-83.90796843,-83.90796843
251.7248704,-4.045851,-0.166839216,-83.22668328,-83.22668328
251.6749761,-4.035986,-0.166432412,-83.67187738,-83.67187738
251.6675985,-4.016645,-0.165634845,-82.78882992,-82.78882992
251.6827635,-3.998607,-0.16489101,-81.47634935,-81.47634935
251.6656857,-3.979582,-0.164106474,-80.91127455,-80.91127455
251.6546739,-3.966006,-0.163546639,-82.99102404,-82.99102404
251.6370772,-3.952515,-0.162990309,-79.37344416,-79.37344416
251.5745316,-3.928566,-0.162002722,-80.00561114,-80.00561114
251.6127037,-3.913921,-0.161398804,-80.6848452,-80.6848452
251.5612793,-3.896119,-0.160664701,-78.6525946,-78.6525946
251.5750508,-3.878428,-0.159935175,-78.23670947,-78.23670947
251.5432453,-3.847734,-0.158669443,-77.73241165,-77.73241165
251.5445842,-3.844002,-0.158515546,-77.93822216,-77.93822216
251.5452125,-3.808558,-0.157053938,-77.36154251,-77.36154251
251.5047452,-3.810083,-0.157116825,-76.93815472,-76.93815472
251.5398296,-3.789799,-0.156280371,-73.7008358,-73.7008358
251.4937608,-3.783137,-0.156005649,-73.6499904,-73.6499904
251.4932962,-3.764001,-0.155216536,-75.33420372,-75.33420372
251.4567908,-3.747044,-0.154517278,-74.46087194,-74.46087194
251.3877966,-3.729992,-0.153814103,-74.4155321,-74.4155321
251.4280728,-3.710826,-0.153023753,-75.7571597,-75.7571597
251.4249037,-3.696027,-0.152413485,-73.86767563,-73.86767563
251.4449321,-3.67415,-0.15151134,-72.74988652,-72.74988652
251.4408609,-3.656227,-0.150772247,-71.9639419,-71.9639419
251.4132087,-3.631807,-0.149765237,-72.0791267,-72.0791267
251.4284282,-3.610246,-0.148876124,-71.04100617,-71.04100617
251.3347328,-3.5944,-0.14822268,-72.25357715,-72.25357715
251.3952836,-3.573374,-0.147355629,-68.51233824,-68.51233824
251.3169174,-3.56753,-0.147114639,-69.75810446,-69.75810446
251.309813,-3.548918,-0.146347134,-68.71518007,-68.71518007
251.2952218,-3.542341,-0.146075918,-69.87879481,-69.87879481
251.3327929,-3.524764,-0.145351093,-65.73786358,-65.73786358
251.2390428,-3.513863,-0.144901567,-68.19112703,-68.19112703
251.2367203,-3.503272,-0.144464825,-69.29148189,-69.29148189
251.2680888,-3.479635,-0.143490103,-65.92748129,-65.92748129
251.2115818,-3.468986,-0.143050969,-66.76297588,-66.76297588
251.2295613,-3.456974,-0.142555629,-64.46699851,-64.46699851
251.1957884,-3.436996,-0.141731794,-64.08981418,-64.08981418
251.238551,-3.420263,-0.141041773,-62.77792736,-62.77792736
251.1820442,-3.405027,-0.140413485,-65.19373146,-65.19373146
251.1372049,-3.388184,-0.139718928,-62.47836052,-62.47836052
251.0863269,-3.375133,-0.139180742,-63.03884737,-63.03884737
251.1463039,-3.357385,-0.138448866,-63.94569825,-63.94569825
251.1390357,-3.33673,-0.137597113,-61.72555717,-61.72555717
251.1577528,-3.324186,-0.137079835,-58.87519224,-58.87519224
251.1177773,-3.303897,-0.136243175,-59.68558799,-59.68558799
251.0828567,-3.287043,-0.135548165,-60.4423316,-60.4423316
251.0426079,-3.263296,-0.134568907,-58.88803853,-58.88803853
251.008835,-3.244035,-0.133774639,-58.71461362,-58.71461362
250.9893253,-3.231082,-0.133240495,-59.76088452,-59.76088452
250.968231,-3.212879,-0.132489856,-57.40413017,-57.40413017
250.9739691,-3.196948,-0.131832907,-59.46865842,-59.46865842
250.9412617,-3.170902,-0.130758845,-58.70203721,-58.70203721
250.9527653,-3.15984,-0.13030268,-57.13246893,-57.13246893
250.8998107,-3.138402,-0.129418639,-56.54747697,-56.54747697
250.9083086,-3.112855,-0.128365155,-55.46855059,-55.46855059
250.9112597,-3.099285,-0.127805567,-54.18554093,-54.18554093
250.857376,-3.084853,-0.127210433,-54.50022104,-54.50022104
250.9040461,-3.067176,-0.126481485,-53.26519605,-53.26519605
250.8304615,-3.062304,-0.126280577,-56.25665425,-56.25665425
250.807427,-3.036662,-0.125223175,-52.09294515,-52.09294515
250.8060061,-3.015749,-0.124360784,-52.82081159,-52.82081159
250.7336511,-2.983528,-0.123032082,-52.32698511,-52.32698511
250.7267108,-2.945702,-0.121472247,-52.00507221,-52.00507221
250.7278857,-2.934784,-0.121022021,-49.61134429,-49.61134429
250.7166828,-2.91499,-0.120205773,-52.6684913,-52.6684913
250.6792485,-2.905785,-0.119826186,-50.62253079,-50.62253079
250.6491642,-2.892032,-0.119259052,-50.19336756,-50.19336756
250.6292994,-2.878055,-0.11868268,-49.16868707,-49.16868707
250.6106094,-2.868668,-0.118295588,-47.94084088,-47.94084088
250.5488018,-2.858452,-0.117874309,-49.82055529,-49.82055529
250.5699235,-2.841154,-0.11716099,-49.28036342,-49.28036342
250.5563162,-2.822289,-0.116383052,-48.49317735,-48.49317735
250.5773285,-2.807055,-0.115754845,-48.00070027,-48.00070027
250.5107389,-2.795861,-0.115293237,-45.45481399,-45.45481399
250.4589592,-2.780634,-0.11466532,-46.5352517,-46.5352517
250.4576203,-2.762486,-0.113916948,-46.71563952,-46.71563952
250.4351324,-2.755006,-0.113608495,-45.95830218,-45.95830218
250.4382202,-2.739988,-0.112989196,-45.68599323,-45.68599323
250.4091469,-2.71778,-0.112073402,-44.204028,-44.204028
250.4020425,-2.703617,-0.111489361,-44.10455022,-44.10455022
250.3885716,-2.678717,-0.110462557,-42.08395844,-42.08395844
250.3649087,-2.666462,-0.109957196,-42.48942619,-42.48942619
250.3885171,-2.636751,-0.108732,-40.46197945,-40.46197945
250.3025546,-2.625335,-0.108261237,-40.23036841,-40.23036841
250.2788644,-2.618264,-0.107969649,-42.30153572,-42.30153572
250.2799027,-2.601727,-0.107287711,-42.04989958,-42.04989958
250.2496546,-2.580032,-0.106393072,-41.67973213,-41.67973213
250.1961808,-2.566201,-0.105822722,-40.85265779,-40.85265779
250.1987219,-2.54266,-0.104851959,-38.88641984,-38.88641984
250.1891311,-2.529522,-0.104310186,-39.23364748,-39.23364748
250.1621074,-2.505722,-0.103328742,-39.02459841,-39.02459841
250.1427891,-2.483148,-0.102397856,-38.97709953,-38.97709953
250.1719168,-2.472522,-0.10195967,-38.31940189,-38.31940189
250.1474888,-2.45526,-0.101247835,-37.59925402,-37.59925402
250.1123222,-2.447801,-0.100940247,-36.5051064,-36.5051064
250.065707,-2.432496,-0.100309113,-35.36783195,-35.36783195
250.0722102,-2.412678,-0.099491876,-35.22009962,-35.22009962
250.042126,-2.40888,-0.099335258,-35.38866669,-35.38866669
250.0037626,-2.386541,-0.098414062,-34.93910054,-34.93910054
250.0052654,-2.365788,-0.097558268,-33.40154003,-33.40154003
249.9793346,-2.348519,-0.096846144,-33.74887563,-33.74887563
249.9085919,-2.333234,-0.096215835,-33.89482675,-33.89482675
249.9770667,-2.311511,-0.095320041,-32.50791327,-32.50791327
249.9006131,-2.298005,-0.094763093,-32.5843433,-32.5843433
249.8952302,-2.278697,-0.093966887,-32.32482666,-32.32482666
249.8449261,-2.253617,-0.09293266,-32.35974913,-32.35974913
249.8152791,-2.232615,-0.092066598,-31.57601753,-31.57601753
249.8491341,-2.225052,-0.091754722,-31.06643005,-31.06643005
249.8398164,-2.215923,-0.091378268,-30.77674083,-30.77674083
249.7912883,-2.192399,-0.090408206,-30.24874754,-30.24874754
249.7397819,-2.187811,-0.09021901,-30.62706536,-30.62706536
249.7773529,-2.168827,-0.089436165,-28.74891626,-28.74891626
249.7391262,-2.15356,-0.088806598,-27.82781571,-27.82781571
249.6922648,-2.130669,-0.087862639,-30.49466222,-30.49466222
249.7187148,-2.115261,-0.087227258,-28.13121484,-28.13121484
249.6628638,-2.085762,-0.086010804,-26.83827359,-26.83827359
249.6675636,-2.078374,-0.085706144,-27.43514027,-27.43514027
249.6770998,-2.069323,-0.085332907,-26.45412636,-26.45412636
249.6747773,-2.054079,-0.084704289,-28.48788829,-28.48788829
249.6336541,-2.040802,-0.084156784,-24.58326401,-24.58326401
249.5988429,-2.016273,-0.083145278,-25.09452474,-25.09452474
249.6153741,-1.997818,-0.082384247,-22.11477933,-22.11477933
249.5506154,-1.990679,-0.082089856,-25.09700764,-25.09700764
249.550506,-1.965364,-0.081045938,-23.52992225,-23.52992225
249.5942524,-1.951526,-0.080475299,-23.76952174,-23.76952174
249.5640316,-1.946327,-0.080260907,-24.91726754,-24.91726754
249.5219795,-1.943072,-0.08012668,-22.13885263,-22.13885263
249.4788069,-1.929015,-0.07954701,-22.84815132,-22.84815132
249.4565102,-1.922505,-0.079278557,-21.18450286,-21.18450286
249.4537778,-1.897014,-0.078227381,-21.75929335,-21.75929335
249.4418917,-1.891305,-0.077991959,-19.49629532,-19.49629532
249.4396511,-1.874533,-0.07730033,-19.90991345,-19.90991345
249.4474659,-1.859558,-0.076682804,-20.03681105,-20.03681105
249.4485862,-1.820688,-0.075079918,-18.2127459,-18.2127459
249.4183928,-1.805634,-0.074459134,-19.62362472,-19.62362472
249.3924345,-1.78499,-0.073607835,-18.08126035,-18.08126035
249.3861771,-1.773617,-0.073138845,-18.15817615,-18.15817615
249.3456006,-1.773843,-0.073148165,-16.91500078,-16.91500078
249.3439613,-1.763803,-0.072734144,-18.11521125,-18.11521125
249.3223476,-1.764626,-0.072768082,-18.82639911,-18.82639911
249.4102229,-1.75549,-0.07239134,-14.77010225,-14.77010225
249.3380317,-1.740828,-0.071786722,-16.66212319,-16.66212319
249.2883561,-1.733846,-0.071498804,-15.01725838,-15.01725838
249.2992312,-1.723044,-0.071053361,-14.82494188,-14.82494188
249.2275866,-1.713155,-0.070645567,-15.53780299,-15.53780299
249.3166642,-1.697899,-0.070016454,-15.387048,-15.387048
249.3237958,-1.686948,-0.069564866,-13.63568853,-13.63568853
249.2520694,-1.677327,-0.069168124,-14.67521243,-14.67521243
249.312511,-1.668947,-0.068822557,-14.29743437,-14.29743437
249.2241986,-1.665289,-0.068671711,-15.67247312,-15.67247312
249.2859517,-1.659509,-0.068433361,-14.3783444,-14.3783444
249.2542006,-1.650776,-0.068073237,-12.81865373,-12.81865373
249.1858351,-1.641975,-0.067710309,-11.72234707,-11.72234707
249.1647404,-1.632702,-0.067327918,-12.32434147,-12.32434147
249.1731568,-1.620535,-0.066826186,-11.5936143,-11.5936143
249.1279895,-1.606776,-0.066258804,-11.46320827,-11.46320827
249.1805069,-1.579312,-0.065126268,-11.15597684,-11.15597684
249.2235153,-1.57045,-0.064760825,-10.06684899,-10.06684899
249.1496848,-1.557915,-0.064243918,-9.86227992,-9.86227992
249.2823997,-1.550075,-0.063920619,-11.52776357,-11.52776357
249.177911,-1.547946,-0.063832825,-8.96422714,-8.96422714
249.1035616,-1.54529,-0.063723299,-8.23905949,-8.23905949
249.0061224,-1.53242,-0.063192577,-9.90724194,-9.90724194
249.2175042,-1.519069,-0.062642021,-7.9270242,-7.9270242
249.2913893,-1.515072,-0.062477196,-7.42958133,-7.42958133
249.1014575,-1.509265,-0.062237732,-7.69935341,-7.69935341
249.0891069,-1.492771,-0.061557567,-7.10437589,-7.10437589
249.142362,-1.485963,-0.061276825,-7.30721773,-7.30721773
249.0093467,-1.484799,-0.061228825,-6.97488746,-6.97488746
249.0908831,-1.474922,-0.060821526,-7.73346625,-7.73346625
248.977951,-1.47653,-0.060887835,-7.03404516,-7.03404516
249.093069,-1.46269,-0.060317113,-5.26400999,-5.26400999
248.966912,-1.4586,-0.060148454,-8.60631224,-8.60631224
249.01585,-1.452014,-0.059876866,-6.26947503,-6.26947503
249.0301955,-1.455342,-0.060014103,-6.33494793,-6.33494793
248.9703008,-1.443247,-0.05951534,-6.46610962,-6.46610962
249.011779,-1.430272,-0.058980289,-5.31285828,-5.31285828
248.9451349,-1.42048,-0.058576495,-5.29175366,-5.29175366
249.0444862,-1.42235,-0.058653608,-5.76792998,-5.76792998
248.9623217,-1.414291,-0.058321278,-4.5603248,-4.5603248
248.8583251,-1.398416,-0.057666639,-3.12807148,-3.12807148
248.9913131,-1.389235,-0.057288041,-4.69299782,-4.69299782
248.9087114,-1.375724,-0.056730887,-2.79034361,-2.79034361
249.0211512,-1.360749,-0.056113361,-2.75579897,-2.75579897
249.0062048,-1.358653,-0.056026928,-2.07915575,-2.07915575
248.9768584,-1.341777,-0.05533101,-1.84819242,-1.84819242
248.9817769,-1.335037,-0.055053072,-2.17976703,-2.17976703
248.9328116,-1.325092,-0.054642969,-3.09125984,-3.09125984
248.9599719,-1.309062,-0.053981938,0.1729931,0.1729931
248.8846113,-1.29903,-0.053568247,-0.36838624,-0.36838624
248.9345875,-1.285459,-0.053008619,-0.28887958,-0.28887958
248.9481133,-1.272115,-0.052458351,-1.68750585,-1.68750585
248.8975358,-1.264119,-0.052128619,-0.33103485,-0.33103485
248.9206521,-1.247505,-0.051443505,0.38992267,0.38992267
248.894858,-1.244908,-0.051336412,0.91192462,0.91192462
248.9154332,-1.23667,-0.050996701,-0.24990891,-0.24990891
248.8869886,-1.236433,-0.050986928,0.18745867,0.18745867
248.9201604,-1.212263,-0.049990227,0.45383026,0.45383026
248.8845567,-1.187401,-0.04896499,2.5552781,2.5552781
248.9459547,-1.160666,-0.047862515,0.60555681,0.60555681
248.8377501,-1.146394,-0.047273979,3.12191822,3.12191822
248.8950494,-1.123035,-0.046310722,2.76772766,2.76772766
248.8156992,-1.108442,-0.045708948,3.61336975,3.61336975
248.8786001,-1.081521,-0.044598804,3.99530397,3.99530397
248.8914425,-1.060214,-0.043720165,5.48034582,5.48034582
248.8475596,-1.055928,-0.043543423,4.95386386,4.95386386
248.8749659,-1.036498,-0.042742186,5.6266208,5.6266208
248.8687087,-1.012363,-0.041746928,7.08316332,7.08316332
248.8055073,-0.999351,-0.041210351,7.26932657,7.26932657
248.8253995,-0.979958,-0.040410639,6.07089731,6.07089731
248.8409471,-0.956793,-0.039455381,7.93069457,7.93069457
248.824006,-0.936005,-0.038598144,8.06730784,8.06730784
248.8125024,-0.928472,-0.038287505,9.52066578,9.52066578
248.8219567,-0.904127,-0.037283588,9.17392392,9.17392392
248.7932114,-0.85398,-0.03521567,9.53124508,9.53124508
248.806409,-0.839408,-0.034614763,9.0668895,9.0668895
248.8009715,-0.82737,-0.034118351,10.89764767,10.89764767
248.8483793,-0.803859,-0.033148825,11.01348018,11.01348018
248.8041957,-0.795118,-0.032788371,11.75149411,11.75149411
248.7806695,-0.763075,-0.03146701,11.76768692,11.76768692
248.7934573,-0.758,-0.031257732,12.19134459,12.19134459
248.7978292,-0.722892,-0.029809979,11.42499325,11.42499325
248.8070922,-0.687603,-0.028354763,13.59995642,13.59995642
248.7967363,-0.656262,-0.027062351,12.35111357,12.35111357
248.8114095,-0.623778,-0.025722804,13.45405927,13.45405927
248.7401201,-0.59032,-0.024343093,14.71833926,14.71833926
248.8049882,-0.559886,-0.023088082,16.20829293,16.20829293
248.7839484,-0.51635,-0.021292784,17.38491589,17.38491589
248.7915173,-0.49102,-0.020248247,18.22559219,18.22559219
248.8018458,-0.470727,-0.019411423,16.90550101,16.90550101
248.8042779,-0.443264,-0.018278928,17.22660427,17.22660427
248.7655592,-0.411593,-0.016972907,18.74953728,18.74953728
248.7503122,-0.394226,-0.016256742,21.3796801,21.3796801
248.7513231,-0.371127,-0.015304206,19.8360203,19.8360203
248.7365954,-0.348711,-0.014379835,19.51022113,19.51022113
248.775068,-0.32042,-0.013213196,20.99434539,20.99434539
248.765969,-0.307419,-0.012677072,20.48292274,20.48292274
248.7602582,-0.287903,-0.011872289,20.87910662,20.87910662
248.7515964,-0.269106,-0.011097155,20.09289212,20.09289212
248.7713519,-0.240852,-0.009932041,21.98912318,21.98912318
248.7560503,-0.218386,-0.009005608,22.63170754,22.63170754
248.746432,-0.203735,-0.008401443,21.43371008,21.43371008
248.7527714,-0.183991,-0.007587258,23.19154667,23.19154667
248.7419236,-0.169985,-0.007009691,24.49074914,24.49074914
248.7754233,-0.158689,-0.006543876,23.52932852,23.52932852
248.7632639,-0.150869,-0.006221402,25.41913644,25.41913644
248.7232884,-0.142326,-0.005869113,23.40793648,23.40793648
248.7908069,-0.136158,-0.005614763,25.94340539,25.94340539
248.7778278,-0.13096,-0.005400412,25.83232277,25.83232277
248.8208364,-0.104269,-0.004299753,25.75627058,25.75627058
248.7799864,-0.095037,-0.003919052,26.27670723,26.27670723
248.7752047,-0.087598,-0.003612289,25.79637475,25.79637475
248.778019,-0.067262,-0.002773691,25.41973018,25.41973018
248.7949875,-0.067627,-0.002788742,27.90564911,27.90564911
248.7685648,-0.054243,-0.002236825,25.09765535,25.09765535
248.7588374,-0.056344,-0.002323464,26.61956282,26.61956282
248.7740844,-0.051612,-0.00212833,25.45681169,25.45681169
248.7455577,-0.044621,-0.001840041,26.59246686,26.59246686
248.7825549,-0.045464,-0.001874804,30.19795612,30.19795612
248.8121199,-0.039264,-0.001619134,27.12969005,27.12969005
248.7966817,-0.034913,-0.001439711,29.34858968,29.34858968
248.7594658,-0.039881,-0.001644577,27.60516469,27.60516469
248.8024198,-0.029491,-0.001216124,28.29513997,28.29513997
248.7661603,-0.032981,-0.001360041,27.24708786,27.24708786
248.7704229,-0.018901,-0.000779423,27.39438838,27.39438838
248.7459949,-0.018498,-0.000762804,29.15406016,29.15406016
248.7496837,-0.007537,-0.000310804,29.17305971,29.17305971
248.8062178,-0.00703,-0.000289897,28.81433518,28.81433518
248.7293817,-0.00261,-0.000107629,29.74941551,29.74941551
248.770013,-0.006428,-0.000265072,30.56051295,30.56051295
248.7603129,-0.016428,-0.000677443,27.87310158,27.87310158
248.7574712,-0.007434,-0.000306557,30.50729261,30.50729261
248.7613513,-0.002282,-9.41031E-05,29.07541712,29.07541712
248.7685922,-0.005773,-0.000238062,30.34450097,30.34450097
248.7456944,-0.003466,-0.000142928,28.77979053,28.77979053
248.7996327,-0.006671,-0.000275093,32.83759872,32.83759872
248.7478529,-0.013903,-0.00057332,30.95896383,30.95896383
248.7218128,-0.010256,-0.000422928,32.93399986,32.93399986
248.758127,-0.009707,-0.000400289,33.05377262,33.05377262
248.7386719,-0.003787,-0.000156165,31.92211168,31.92211168
248.7112656,0.003047,0.000125649,31.38483451,31.38483451
248.7405027,0.000974,4.01649E-05,31.55415724,31.55415724
242.655867,-0.035485,-0.001463299,-1.42081041,-1.42081041
242.5799601,-0.038131,-0.001572412,0.90085954,0.90085954
242.6253185,-0.038202,-0.00157534,0.94371649,0.94371649
242.5613796,-0.041167,-0.001697608,-1.87555826,-1.87555826
242.5624725,-0.037538,-0.001547959,-1.09943727,-1.09943727
242.550122,-0.029485,-0.001215876,-0.0107952,-0.0107952
242.6579983,-0.039183,-0.001615794,0.37610481,0.37610481
242.5740033,-0.029726,-0.001225814,-0.21838692,-0.21838692
242.5746865,-0.034255,-0.001412577,0.85044595,0.85044595
242.592174,-0.039559,-0.001631299,-0.48616189,-0.48616189
242.577856,-0.03876,-0.001598351,0.77223472,0.77223472
242.6459483,-0.028325,-0.001168041,0.78421739,0.78421739
244.1495774,-0.028566,-0.001177979,-2.45461285,-2.45461285
245.3224738,-0.04625,-0.001907216,-1.20188373,-1.20188373
245.773899,-0.034841,-0.001436742,-1.00837975,-1.00837975
245.6768156,-0.031359,-0.001293155,0.19085916,0.19085916
245.624025,-0.042627,-0.001757814,0.16462682,0.16462682
245.4585489,-0.032202,-0.001327918,-0.29746177,-0.29746177
245.4909283,-0.029629,-0.001221814,-0.63222096,-0.63222096
245.490655,-0.034189,-0.001409856,0.02617836,0.02617836
245.4547235,-0.029259,-0.001206557,-0.61257369,-0.61257369
247.6480753,-0.030596,-0.001261691,-0.355432,-0.355432
249.4159335,-0.038891,-0.001603753,0.03751332,0.03751332
249.9430753,-0.031899,-0.001315423,0.42290201,0.42290201
249.7422412,-0.040524,-0.001671093,-1.00206455,-1.00206455
249.6252381,-0.033833,-0.001395175,-0.36255683,-0.36255683
249.5758357,-0.026634,-0.001098309,-0.80375671,-0.80375671
249.5327998,-0.029418,-0.001213113,0.01765015,0.01765015
249.526242,-0.03953,-0.001630103,2.13815153,2.13815153
249.425907,-0.028671,-0.001182309,-0.64128893,-0.64128893
249.4594886,-0.031435,-0.001296289,0.29967479,0.29967479
249.4153324,-0.024791,-0.001022309,-0.05262661,-0.05262661
250.1023218,-0.033643,-0.00138734,0.45777051,0.45777051
251.8316542,-0.03272,-0.001349278,1.15724557,1.15724557
251.572291,-0.036146,-0.001490557,1.68059693,1.68059693
251.4692781,-0.032749,-0.001350474,-0.92077669,-0.92077669
251.3334213,-0.031528,-0.001300124,1.69619599,1.69619599
251.1768799,-0.028725,-0.001184536,-0.44492422,-0.44492422
251.020885,-0.03786,-0.001561237,1.75940189,1.75940189
250.9743244,-0.032243,-0.001329608,1.97228326,1.97228326
250.8305981,-0.037414,-0.001542845,0.1729931,0.1729931
250.7372854,-0.041175,-0.001697938,0.89200748,0.89200748
250.6451476,-0.035223,-0.001452495,1.01248192,1.01248192
250.5824382,-0.03738,-0.001541443,2.32803912,2.32803912
250.631622,-0.036901,-0.001521691,2.16864797,2.16864797
250.5942151,-0.03619,-0.001492371,2.75439559,2.75439559
250.537872,-0.03116,-0.001284948,4.64879147,4.64879147
250.4959838,-0.032506,-0.001340454,4.52394497,4.52394497
250.47866,-0.033656,-0.001387876,1.96105625,1.96105625
250.5190726,-0.03628,-0.001496082,2.65140937,2.65140937
250.4751078,-0.029945,-0.001234845,6.10954413,6.10954413
250.484262,-0.030192,-0.001245031,6.12676247,6.12676247
250.4988257,-0.035622,-0.001468948,5.62003573,5.62003573
250.4050484,-0.032169,-0.001326557,6.66895145,6.66895145
250.4253776,-0.027239,-0.001123258,7.87747423,7.87747423
250.3787622,-0.027902,-0.001150598,8.94198902,8.94198902
250.3768495,-0.016042,-0.000661526,9.57885192,9.57885192
250.3135116,0.004768,0.000196619,9.29812271,9.29812271
250.2922533,0.02088,0.000861031,9.24949033,9.24949033
250.2622512,0.037925,0.001563918,11.16650216,11.16650216
250.274629,0.056838,0.002343835,12.80596937,12.80596937
250.2470861,0.07057,0.002910103,13.12793624,13.12793624
250.2409109,0.109136,0.004500454,16.66088175,16.66088175
250.2177671,0.127498,0.005257649,17.69630347,17.69630347
250.2119743,0.163416,0.006738804,17.37806094,17.37806094
250.1873277,0.193839,0.007993361,18.69604705,18.69604705
250.2051705,0.216107,0.008911629,20.30588144,20.30588144
250.1839668,0.25636,0.010571546,23.16018661,23.16018661
250.175387,0.285468,0.011771876,24.60166983,24.60166983
250.1567517,0.320245,0.013205979,24.88331663,24.88331663
250.1547844,0.355534,0.014661196,27.87223797,27.87223797
250.136641,0.386214,0.015926351,27.84023019,27.84023019
250.1816989,0.43229,0.017826392,28.99628829,28.99628829
250.1697857,0.46805,0.019301031,30.60007736,30.60007736
250.1145905,0.515369,0.02125233,32.90026486,32.90026486
250.1456855,0.564674,0.023285526,34.73339798,34.73339798
250.1221864,0.622652,0.025676371,36.73736516,36.73736516
250.1639926,0.689341,0.028426433,37.28738066,37.28738066
250.1634735,0.754099,0.031096866,38.80367462,38.80367462
250.189951,0.815186,0.033615918,39.35352819,39.35352819
250.1633642,0.881251,0.036340247,41.5925069,41.5925069
250.1861256,0.956884,0.039459134,45.36586153,45.36586153
250.1704958,1.021083,0.042106515,45.3798953,45.3798953
250.1684739,1.081652,0.044604206,48.04199191,48.04199191
250.1791031,1.144076,0.047178392,47.59490866,47.59490866
250.2844385,1.210789,0.049929443,51.60181747,51.60181747
250.3036476,1.264258,0.052134351,51.04764581,51.04764581
250.2688363,1.313981,0.054184784,52.53317345,52.53317345
250.265694,1.362181,0.056172412,58.17922561,58.17922561
250.3124186,1.430914,0.059006763,57.2060922,57.2060922
250.2430148,1.485258,0.061247753,54.41682811,54.41682811
250.280941,1.55823,0.064256907,57.57237338,57.57237338
250.310588,1.616798,0.066672082,57.5628736,57.5628736
250.3036476,1.66327,0.068588454,58.77101855,58.77101855
250.349689,1.706071,0.070353443,59.77761708,59.77761708
250.3806751,1.729976,0.071339216,60.98219961,60.98219961
250.2688635,1.752726,0.072277361,64.16268179,64.16268179
250.3737619,1.828035,0.075382887,62.53120303,62.53120303
250.3828882,1.907213,0.078647959,64.66757335,64.66757335
250.3829703,1.9623,0.080919588,64.23500964,64.23500964
250.3872055,2.021624,0.083365938,65.40153908,65.40153908
250.4110322,2.078216,0.085699629,66.94260803,66.94260803
250.4680037,2.136828,0.088116619,68.55336001,68.55336001
250.4586313,2.16278,0.089186804,69.1567038,69.1567038
250.4936066,2.185084,0.090106557,68.50920763,68.50920763
250.541069,2.219474,0.091524701,69.31685061,69.31685061
250.5756072,2.260878,0.093232082,70.78661726,70.78661726
250.5970839,2.296927,0.094718639,70.50248756,70.50248756
250.594297,2.342845,0.096612165,71.72261518,71.72261518
250.4992357,2.39472,0.09875134,72.75971016,72.75971016
250.5911001,2.450649,0.101057691,72.43974039,72.43974039
250.636677,2.478811,0.10221901,71.96939348,71.96939348
250.6505303,2.514054,0.10367233,72.61953447,72.61953447
250.6990588,2.547295,0.105043093,75.65752,75.65752
250.6494101,2.581486,0.106453031,76.15793155,76.15793155
250.6985667,2.617582,0.107941526,77.43176529,77.43176529
250.7075291,2.645358,0.109086928,76.93610363,76.93610363
250.8019076,2.683199,0.110647381,77.99160443,77.99160443
250.7666593,2.709692,0.111739876,77.82087832,77.82087832
250.8792899,2.747726,0.113308289,79.87266824,79.87266824
250.9204953,2.782323,0.114734969,78.81819298,78.81819298
250.9453877,2.819453,0.116266103,80.75603955,80.75603955
250.9642417,2.862613,0.118045897,79.57185996,79.57185996
251.0498216,2.898799,0.119538103,81.26195666,81.26195666
251.0976119,2.931986,0.120906639,81.24392867,81.24392867
251.1455115,2.972916,0.122594474,81.22417345,81.22417345
251.138817,3.008835,0.12407567,82.17998057,82.17998057
251.1693657,3.050432,0.12579101,83.36820837,83.36820837
251.2714223,3.073343,0.126735794,83.48636184,83.48636184
251.271149,3.113317,0.128384206,84.44740463,84.44740463
251.3324103,3.149878,0.129891876,84.59783576,84.59783576
251.3529856,3.204068,0.132126515,85.43354626,85.43354626
251.4105853,3.233094,0.133323464,87.4704388,87.4704388
251.4854268,3.275789,0.135084082,86.71488267,86.71488267
251.4861099,3.289686,0.135657155,89.55704325,89.55704325
251.4944438,3.33219,0.137409897,88.84536961,88.84536961
251.6122393,3.360481,0.138576536,88.62196292,88.62196292
251.6121027,3.402593,0.140313113,90.234712,90.234712
251.6879278,3.428096,0.141364784,90.45574375,90.45574375
251.6817798,3.456608,0.142540536,92.0654162,92.0654162
251.7457188,3.49878,0.144279588,92.00798573,92.00798573
251.7628512,3.530379,0.145582639,91.12051224,91.12051224
251.8779143,3.559163,0.146769608,92.14632623,92.14632623
251.8053133,3.592886,0.148160247,91.99675872,91.99675872
251.7725511,3.629007,0.149649773,92.39056766,92.39056766
251.9741507,3.661377,0.150984619,95.21237928,95.21237928
251.9399679,3.696533,0.152434351,93.46744296,93.46744296
251.9651605,3.719137,0.153366474,97.35139443,97.35139443
251.9282729,3.754873,0.154840124,96.26048537,96.26048537
252.1211831,3.794102,0.156457814,97.42015986,97.42015986
252.1767064,3.833827,0.158095959,97.97400766,97.97400766
252.2575867,3.875659,0.15982099,96.86042868,96.86042868
252.2377764,3.908518,0.161176,100.9294099,100.9294099
252.2755933,3.952243,0.162979093,99.70420853,99.70420853
252.3296137,3.98135,0.164179381,98.42244032,98.42244032
252.430878,4.010489,0.16538099,99.82479093,99.82479093
252.4158222,4.041464,0.166658309,101.7366211,101.7366211
252.4931229,4.071233,0.167885897,101.696355,101.696355
252.480745,4.113731,0.169638392,101.536478,101.536478
252.526814,4.157021,0.171423546,102.7587647,102.7587647
252.5791674,4.185395,0.172593608,102.778358,102.778358
