1,1,10
2,10,19
3,19,28
4,28,37
5,37,46
6,46,55
7,55,64
8,64,73
9,73,82
10,82,91
11,91,100
12,100,109
13,109,118
14,118,127
15,127,136
16,9,18
17,18,27
18,27,36
19,36,45
20,45,54
21,54,63
22,63,72
23,72,81
24,81,90
25,90,99
26,99,108
27,108,117
28,117,126
29,126,135
30,135,144
31,136,137
32,137,138
33,138,139
34,139,140
35,140,141
36,141,142
37,142,143
38,143,144
