Axial load (kN),lat disp top (mm),Lat drift,Lat Load Act 1(kN),Lat load Act 2 (kN),Total Load (kN)
248.7380435,-0.4065,-0.016762887,-24.14560275,4.30840388,-19.83719887
248.8940656,-0.418765,-0.01726866,-23.96525126,3.58658595,-20.37866531
248.8412202,-0.425053,-0.017527959,-23.18891691,3.32306836,-19.86584855
248.2773276,-0.432888,-0.017851052,-22.89596573,1.80695836,-21.08900737
248.6560706,-0.441111,-0.018190144,-23.10433,1.86495127,-21.23937873
248.6547863,-0.447788,-0.018465485,-23.98287496,2.31393739,-21.66893757
248.6182809,-0.464018,-0.019134763,-25.00155234,4.9267456,-20.07480674
248.8601289,-0.479816,-0.019786227,-23.59203337,-0.48182383,-24.0738572
248.9441785,-0.503311,-0.020755093,-24.61989977,2.92323684,-21.69666293
248.573141,-0.519412,-0.021419052,-25.43542456,2.84025871,-22.59516585
248.8487347,-0.527738,-0.021762392,-25.28788606,-1.58450491,-26.87239097
248.4678057,-0.542906,-0.022387876,-22.50803857,-4.64174412,-27.14978269
248.8908961,-0.566116,-0.02334499,-25.5096224,1.06222882,-24.44739358
248.9113892,-0.568344,-0.023436866,-25.62119346,1.06246677,-24.55872669
248.3392717,-0.584065,-0.024085155,-25.27091382,-2.39552178,-27.6664356
249.0824672,-0.612431,-0.025254887,-27.04453024,2.27317918,-24.77135106
248.4298245,-0.660129,-0.027221814,-27.88556483,3.5774417,-24.30812313
248.9523213,-0.684064,-0.028208825,-28.03550344,0.23815845,-27.79734499
248.4558377,-0.68922,-0.028421443,-27.15267257,-0.26620308,-27.41887565
248.7851235,-0.698955,-0.028822887,-27.77975404,-2.54064002,-30.32039406
248.3839473,-0.711247,-0.029329773,-26.41954029,-2.70622235,-29.12576264
248.4133208,-0.716386,-0.029541691,-26.76721409,-5.88961142,-32.65682551
248.9489054,-0.72105,-0.029734021,-25.61258734,-5.88651801,-31.49910535
248.6946528,-0.723227,-0.029823794,-25.94130023,-3.56659777,-29.507898
248.6986147,-0.75472,-0.031122474,-27.31783477,-5.03083369,-32.34866846
248.9755194,-0.788209,-0.032503464,-25.24458113,-6.29641161,-31.54099274
249.3363646,-0.796345,-0.032838969,-26.60901223,-7.81143381,-34.42044604
249.0765103,-0.802668,-0.033099711,-26.21241037,-11.54935882,-37.76176919
248.6568357,-0.82567,-0.034048247,-25.87101115,-9.34804189,-35.21905304
248.9910672,-0.835941,-0.034471794,-26.66222621,-10.36281578,-37.02504199
249.0342119,-0.856066,-0.035301691,-27.12922001,-9.03961888,-36.16883889
248.7123589,-0.874309,-0.036053979,-25.74490225,-11.56900706,-37.31390931
248.9086019,-0.889797,-0.03669266,-27.54142262,-9.67771083,-37.21913345
248.5911477,-0.912946,-0.037647258,-26.12240605,-12.9620266,-39.08443265
248.5101048,-0.930299,-0.038362845,-26.97269823,-11.78044661,-38.75314484
248.7690014,-0.944214,-0.03893666,-27.73456331,-11.24300942,-38.97757273
249.9081277,-0.962526,-0.039691794,-27.60653431,-11.19348089,-38.8000152
248.7883196,-0.98114,-0.040459381,-28.67791137,-10.99750838,-39.67541975
248.6093456,-1.002251,-0.041329938,-27.84976883,-13.27276116,-41.12252999
246.8036425,-1.02711,-0.042355052,-28.68209443,-12.24479779,-40.92689222
250.3847459,-1.046329,-0.043147588,-27.51107831,-15.74204883,-43.25312714
249.6562779,-1.067552,-0.044022763,-28.65970478,-12.92772716,-41.58743194
247.9608283,-1.077848,-0.04444734,-29.19846203,-11.41029142,-40.60875345
243.8991194,-1.096298,-0.045208165,-29.39417426,-12.77145905,-42.16563331
248.4915758,-1.113323,-0.045910227,-28.83203304,-14.20669852,-43.03873156
251.1729977,-1.135712,-0.046833485,-29.8155316,-12.78131716,-42.59684876
247.4193412,-1.158507,-0.047773485,-30.1018996,-11.32925092,-41.43115052
249.4430131,-1.172621,-0.048355505,-27.6255638,-18.68462797,-46.31019177
248.6242648,-1.192989,-0.049195423,-27.95417383,-16.97312335,-44.92729718
249.0277919,-1.216553,-0.050167134,-30.0747783,-14.25428941,-44.32906771
249.3555195,-1.215119,-0.050108,-30.90175508,-12.15094174,-43.05269682
248.8312745,-1.220491,-0.050329526,-28.44465448,-18.65097441,-47.09562889
247.8375422,-1.239347,-0.051107093,-27.81044123,-20.39001376,-48.20045499
248.7467054,-1.258817,-0.051909979,-29.23775534,-19.40603798,-48.64379332
248.2072953,-1.274676,-0.052563959,-29.36430997,-18.01869535,-47.38300532
249.1588386,-1.294439,-0.053378928,-30.23270587,-19.56400576,-49.79671163
248.7360216,-1.306177,-0.053862969,-30.20993907,-17.54265041,-47.75258948
249.0366988,-1.311213,-0.054070639,-30.70299127,-19.34651536,-50.04950663
248.836739,-1.327953,-0.054760948,-30.11595742,-18.8846797,-49.00063712
248.6820017,-1.347198,-0.055554557,-30.54643519,-17.63361701,-48.1800522
248.8549917,-1.366857,-0.056365237,-29.80812553,-20.09926737,-49.9073929
248.9406263,-1.392097,-0.057406062,-29.9893685,-19.68903384,-49.67840234
248.8418216,-1.402859,-0.057849856,-31.2835448,-18.57629069,-49.85983549
249.2486266,-1.41909,-0.058519175,-30.45262498,-19.72207552,-50.1747005
248.7408855,-1.421301,-0.058610351,-31.10960504,-21.0600256,-52.16963064
248.5516641,-1.435354,-0.059189856,-31.55606071,-19.47093156,-51.02699227
248.7596571,-1.475416,-0.060841897,-31.58595929,-20.19349735,-51.77945664
249.3065817,-1.487543,-0.061341979,-32.78663397,-18.56123157,-51.34786554
248.7898232,-1.524452,-0.062864,-31.53209385,-22.35232241,-53.88441626
248.8794469,-1.551514,-0.063979959,-31.83022242,-21.54541875,-53.37564117
248.8194702,-1.5634,-0.064470103,-32.09954962,-22.10518968,-54.2047393
248.8923989,-1.568332,-0.064673485,-32.97168284,-21.55809833,-54.52978117
248.946501,-1.578179,-0.065079546,-31.66152863,-25.4514416,-57.11297023
249.046317,-1.578766,-0.065103753,-31.8761332,-23.40119178,-55.27732498
248.7199821,-1.589796,-0.065558598,-32.43069691,-20.2392186,-52.66991551
248.7329065,-1.606718,-0.066256412,-32.64070698,-21.92648586,-54.56719284
248.976066,-1.628036,-0.067135505,-32.52203843,-25.21576468,-57.73780311
249.0445682,-1.639999,-0.067628825,-33.07859082,-22.3946783,-55.47326912
249.0206321,-1.654787,-0.068238639,-33.15323439,-24.52848414,-57.68171853
248.9624586,-1.665109,-0.068664289,-32.23659618,-25.35986312,-57.5964593
248.8367665,-1.688785,-0.069640619,-32.98097471,-24.28243921,-57.26341392
248.9116353,-1.706103,-0.070354763,-34.4018428,-24.15414775,-58.55599055
248.9158432,-1.73561,-0.071571546,-33.88259506,-24.93293878,-58.81553384
249.0199218,-1.761143,-0.072624454,-35.00872902,-23.92605138,-58.9347804
248.8642547,-1.799995,-0.074226598,-34.85889327,-24.39288408,-59.25177735
248.9687976,-1.818048,-0.074971052,-35.21657898,-25.86728406,-61.08386304
248.8038405,-1.811336,-0.074694268,-34.96573267,-24.94531241,-59.91104508
248.7652039,-1.827532,-0.075362144,-34.44261046,-25.53414778,-59.97675824
249.1326073,-1.846414,-0.076140784,-34.87120243,-25.37862753,-60.24982996
249.1943603,-1.863923,-0.076862804,-33.68263119,-24.36953055,-58.05216174
249.0499511,-1.887486,-0.077834474,-35.75231894,-25.7494286,-61.50174754
248.9588516,-1.915844,-0.079003876,-35.33706475,-25.21766832,-60.55473307
248.9703279,-1.932627,-0.079695959,-35.3917188,-27.37781912,-62.76953792
248.9402711,-1.953383,-0.080551876,-35.15856477,-26.48379013,-61.6423549
249.0697612,-1.968923,-0.081192701,-35.73407806,-27.3842099,-63.11828796
249.0502517,-1.979884,-0.081644701,-35.82394523,-26.56768608,-62.39163131
249.0587222,-2.008034,-0.082805526,-37.52295236,-24.83282793,-62.35578029
249.0021881,-2.009192,-0.082853278,-35.37752384,-31.3694036,-66.74692744
248.996532,-2.029594,-0.083694598,-35.60100883,-28.22350935,-63.82451818
249.1762168,-2.045098,-0.084333938,-35.67304657,-29.80131755,-65.47436412
248.9152692,-2.067461,-0.085256124,-35.99675351,-28.63408282,-64.63083633
249.1246012,-2.069439,-0.085337691,-35.816162,-29.41528739,-65.23144939
249.1242734,-2.083959,-0.085936454,-36.32460922,-30.38457798,-66.7091872
249.07151,-2.086473,-0.086040124,-36.56667796,-29.42195011,-65.98862807
249.0146207,-2.100933,-0.086636412,-36.33153527,-30.70829806,-67.03983333
249.0840245,-2.115055,-0.087218763,-36.38176624,-30.50909616,-66.8908624
249.1502042,-2.134706,-0.088029113,-36.51689272,-31.45544114,-67.97233386
248.9817221,-2.146902,-0.088532041,-37.75432344,-28.84436659,-66.59869003
248.9445611,-2.168125,-0.089407216,-37.3270344,-29.55030956,-66.87734396
249.1154475,-2.177592,-0.089797608,-36.6392643,-34.02895288,-70.66821718
249.1353944,-2.198461,-0.090658186,-38.90240132,-29.77276301,-68.67516433
249.0802265,-2.232787,-0.092073691,-37.8300985,-30.75432525,-68.58442375
249.0818113,-2.236104,-0.092210474,-38.47528371,-32.44862916,-70.92391287
248.9553815,-2.27519,-0.093822268,-38.61298173,-31.40594661,-70.01892834
249.0538585,-2.30188,-0.094922887,-39.56918755,-29.82871631,-69.39790386
249.0872761,-2.32845,-0.096018557,-38.99881737,-30.86062292,-69.85944029
249.0366987,-2.339635,-0.096479794,-39.51593929,-30.50256941,-70.0185087
249.1022226,-2.340672,-0.096522557,-38.60146118,-33.80174034,-72.40320152
249.1045725,-2.366671,-0.09759468,-38.29836094,-33.21188517,-71.51024611
249.0774667,-2.388939,-0.098512948,-40.39890731,-30.00538051,-70.40428782
249.071674,-2.406154,-0.099222845,-39.91003817,-32.26370454,-72.17374271
249.1562975,-2.431679,-0.100275423,-39.20193567,-35.80450125,-75.00643692
249.22786,-2.440679,-0.100646557,-39.80361022,-31.806458,-71.61006822
249.1820917,-2.443651,-0.100769113,-39.17450578,-31.76015886,-70.93466464
249.1357223,-2.466687,-0.101719052,-38.9965544,-34.86206552,-73.85861992
249.0589682,-2.476439,-0.102121196,-38.16217156,-30.99173584,-69.1539074
249.167282,-2.491719,-0.102751299,-39.25679544,-34.88327746,-74.1400729
249.0936701,-2.500513,-0.103113938,-39.48110333,-32.81946423,-72.30056756
249.2437081,-2.514445,-0.103688454,-39.39157904,-35.60329373,-74.99487277
249.1861357,-2.521943,-0.103997649,-40.12460846,-34.57189702,-74.69650548
249.1390012,-2.537015,-0.104619175,-38.66983017,-37.51852139,-76.18835156
249.0567003,-2.54986,-0.105148866,-39.32283289,-36.23825828,-75.56109117
249.2039239,-2.582605,-0.106499175,-40.34298463,-35.1930942,-75.53607883
249.2152634,-2.593307,-0.106940495,-40.38628957,-36.55728725,-76.94357682
249.214471,-2.615929,-0.107873361,-40.84539728,-36.14943327,-76.99483055
249.2801315,-2.636453,-0.108719711,-40.70601917,-36.37025503,-77.0762742
249.1295195,-2.64991,-0.109274639,-41.59697615,-35.35316958,-76.95014573
249.3697554,-2.671047,-0.110146268,-41.25201105,-36.69135761,-77.94336866
249.3334687,-2.674528,-0.110289814,-43.16270832,-34.60721627,-77.76992459
249.3061989,-2.676177,-0.110357814,-41.94115265,-35.89968304,-77.84083569
249.3348076,-2.701477,-0.111401113,-42.64894656,-32.78883609,-75.43778265
249.2560587,-2.708189,-0.111677897,-42.50631116,-36.48209364,-78.9884048
249.2545285,-2.732927,-0.112698021,-42.38555108,-38.53050781,-80.91605889
249.2655403,-2.74844,-0.113337732,-42.48436725,-38.84202422,-81.32639147
249.3318292,-2.776427,-0.114491835,-44.11037659,-37.60721042,-81.71758701
249.3844833,-2.78452,-0.114825567,-42.56302245,-39.64008957,-82.20311202
249.4270546,-2.814294,-0.116053361,-43.57227081,-37.15795236,-80.73022317
249.3193967,-2.83347,-0.116844124,-44.29398539,-37.72146257,-82.01544796
249.3522405,-2.851549,-0.117589649,-43.90444672,-40.06211884,-83.96656556
249.366012,-2.886721,-0.119040041,-43.1486848,-40.39450726,-83.54319206
249.3902486,-2.914319,-0.120178103,-43.7472049,-39.87862194,-83.62582684
249.3858494,-2.926506,-0.12068066,-43.55560715,-40.86307363,-84.41868078
249.5188099,-2.936414,-0.121089237,-43.61218129,-41.73204941,-85.3442307
249.411589,-2.937122,-0.121118433,-42.9192338,-41.91452651,-84.83376031
249.5367619,-2.947272,-0.12153699,-44.38930424,-40.01537778,-84.40468202
249.4191031,-2.966378,-0.122324866,-43.20594468,-43.09624247,-86.30218715
249.5284006,-2.980052,-0.122888742,-44.80047823,-40.66448362,-85.46496185
249.4589421,-2.999668,-0.123697649,-43.98066752,-41.50194743,-85.48261495
249.4830422,-3.030366,-0.124963546,-45.15943258,-40.14934616,-85.30877874
249.4641337,-3.046605,-0.125633196,-44.96063448,-40.84587292,-85.8065074
249.4898187,-3.063449,-0.126327794,-45.83907657,-41.70978367,-87.54886024
249.5408605,-3.083082,-0.127137402,-44.9115007,-45.13452658,-90.04602728
249.5864375,-3.116709,-0.128524082,-45.99720987,-41.1006202,-87.09783007
249.6896144,-3.138441,-0.129420247,-45.11208174,-44.98532912,-90.09741086
249.7043968,-3.160467,-0.130328536,-46.30432172,-42.72047835,-89.02480007
249.6642573,-3.200511,-0.131979835,-47.47235484,-43.4761538,-90.94850864
249.7816156,-3.2553,-0.134239175,-45.30100508,-46.95028926,-92.25129434
249.8815408,-3.319591,-0.136890351,-47.87838572,-41.87886733,-89.75725305
249.8589982,-3.331718,-0.137390433,-47.25699595,-45.86501285,-93.1220088
249.9017334,-3.328531,-0.13725901,-46.57553472,-48.38736437,-94.96289909
249.9787335,-3.352077,-0.138229979,-48.38590719,-44.42848164,-92.81438883
250.061499,-3.371926,-0.139048495,-49.50271499,-43.09029361,-92.5930086
250.0968841,-3.396302,-0.140053691,-47.47314345,-49.61174217,-97.08488562
250.1758788,-3.441581,-0.141920866,-48.38422711,-48.65183379,-97.0360609
250.2677161,-3.493537,-0.144063381,-48.66980651,-45.22828065,-93.89808716
250.2946305,-3.533356,-0.145705402,-49.37417169,-48.30870342,-97.68287511
250.3709476,-3.563908,-0.146965278,-50.42672498,-49.11706879,-99.54379377
250.3942006,-3.57721,-0.147513814,-50.06831924,-50.75742502,-100.8257443
250.485136,-3.613177,-0.14899699,-51.00964434,-50.56427397,-101.5739183
250.4682769,-3.650432,-0.150533278,-50.23739019,-51.39687671,-101.6342669
250.5627099,-3.68449,-0.151937732,-51.92919698,-49.80111995,-101.7303169
250.5702788,-3.729985,-0.153813814,-52.6844446,-47.84951925,-100.5339639
250.6924734,-3.772396,-0.155562722,-52.64055678,-49.73537652,-102.3759333
250.6959163,-3.798292,-0.156630598,-53.330727,-50.35161065,-103.6823377
250.771632,-3.829802,-0.157929979,-53.0597883,-50.74675107,-103.8065394
250.7672057,-3.871427,-0.159646474,-53.68779553,-51.59159146,-105.279387
250.8691255,-3.902453,-0.160925897,-53.1501012,-52.94650429,-106.0966055
250.9619464,-3.937151,-0.162356742,-53.85343776,-52.52722849,-106.3806663
250.9670834,-3.956828,-0.163168165,-53.8099271,-53.87714428,-107.6870714
251.0259127,-3.984572,-0.164312247,-54.62044594,-53.07092049,-107.6913664
251.0619809,-4.000543,-0.164970845,-54.36565659,-54.32303699,-108.6886936
251.0822557,-4.043144,-0.166727588,-55.25565352,-56.23520522,-111.4908587
251.1878097,-4.098615,-0.169015052,-55.34394347,-54.52288476,-109.8668282
251.2432508,-4.143989,-0.170886144,-56.71536919,-54.31943368,-111.0348029
251.2207083,-4.165307,-0.171765237,-55.43418779,-57.73856766,-113.1727555
251.3314266,-4.188465,-0.172720206,-55.97753954,-54.80224332,-110.7797829
251.3666751,-4.232387,-0.174531423,-57.31454075,-55.39016087,-112.7047016
251.3755828,-4.266489,-0.175937691,-55.6250998,-56.22667286,-111.8517727
251.4683491,-4.284481,-0.176679629,-58.03601533,-56.45276361,-114.4887789
251.4863832,-4.312303,-0.177826928,-57.89001976,-57.05910563,-114.9491254
251.5387094,-4.350888,-0.179418062,-59.72761639,-55.47014757,-115.197764
251.6578163,-4.374451,-0.180389732,-58.02538625,-59.86469097,-117.8900772
251.6723256,-4.396814,-0.181311918,-59.09439747,-58.88907759,-117.9834751
251.7264552,-4.432479,-0.182782639,-58.88699325,-61.15868745,-120.0456807
251.7749287,-4.47109,-0.184374845,-59.38800011,-61.89801203,-121.2860121
251.8165711,-4.513959,-0.186142639,-59.37579381,-61.8098329,-121.1856267
251.8742255,-4.557579,-0.187941402,-61.31056081,-59.07913523,-120.389696
251.8794991,-4.602771,-0.18980499,-60.75143688,-61.05062212,-121.802059
251.952455,-4.640967,-0.191380082,-60.17294058,-63.44733367,-123.6202743
252.1351457,-4.677202,-0.192874309,-61.41356003,-62.32367861,-123.7372386
252.0206841,-4.70581,-0.194054021,-61.70315105,-64.42651637,-126.1296674
252.2183489,-4.743807,-0.195620907,-62.7558415,-61.42852784,-124.1843693
252.2704291,-4.758077,-0.196209361,-61.85271251,-64.37579808,-126.2285106
252.2196056,-4.788628,-0.197469196,-62.18872861,-65.02160654,-127.2103352
252.2871788,-4.81398,-0.198514639,-62.35738812,-64.89882203,-127.2562102
252.3516098,-4.875135,-0.201036495,-62.88267043,-64.64669226,-127.5293627
252.4364247,-4.903268,-0.202196619,-63.6925721,-66.92853978,-130.6211119
252.4880406,-4.935279,-0.20351666,-63.11455583,-68.57198942,-131.6865453
252.4886416,-4.957737,-0.204442763,-62.92306094,-65.83085575,-128.7539167
252.5450938,-4.983564,-0.205507794,-64.32253371,-66.07118978,-130.3937235
252.6143065,-5.008155,-0.206521856,-63.93724668,-68.5245005,-132.4617472
252.6092788,-5.040702,-0.207864,-65.1087771,-68.09998971,-133.2087668
252.6737918,-5.093875,-0.210056701,-63.97811721,-70.9136655,-134.8917827
252.6850494,-5.134118,-0.211716206,-66.88249639,-65.12232928,-132.0048257
252.7886909,-5.199877,-0.214427918,-66.12220852,-69.28330336,-135.4055119
252.8553897,-5.233279,-0.21580532,-66.9204182,-69.17571394,-136.0961321
252.8612644,-5.262034,-0.216991093,-67.66870549,-68.84451529,-136.5132208
252.9093008,-5.290296,-0.218156536,-66.44327534,-70.4233093,-136.8665846
252.9427184,-5.336128,-0.220046515,-68.58980106,-67.69975026,-136.2895513
253.0172867,-5.36154,-0.221094433,-68.45765758,-69.14783927,-137.6054969
253.023626,-5.386235,-0.222112784,-67.57030077,-70.64491291,-138.2152137
253.0619348,-5.405713,-0.222916,-67.57215229,-70.95201017,-138.5241625
253.1174579,-5.433604,-0.224066144,-67.86722929,-73.20492922,-141.0721585
253.2128748,-5.47218,-0.225656907,-68.36038435,-72.27765459,-140.6380389
253.203803,-5.498793,-0.226754351,-68.61256786,-72.87699395,-141.4895618
253.2717041,-5.539796,-0.228445196,-68.53686138,-74.78664667,-143.3235081
253.3576121,-5.57058,-0.229714639,-69.4081717,-73.37727626,-142.785448
253.3942541,-5.612326,-0.231436124,-69.91466454,-74.65927303,-144.5739376
253.4286554,-5.645469,-0.232802845,-69.32564203,-76.80929377,-146.1349358
253.4115232,-5.675217,-0.234029567,-69.32307048,-74.83920062,-144.1622711
253.3782146,-5.725739,-0.236112948,-68.91669672,-78.9112817,-147.8279784
253.2238319,-5.753155,-0.237243505,-71.21237244,-72.92213732,-144.1345098
253.2224109,-5.782618,-0.238458474,-71.02567778,-76.48492782,-147.5106056
253.1721887,-5.807909,-0.239501402,-70.92459865,-76.53846758,-147.4630662
253.1148348,-5.83574,-0.240649072,-70.65283706,-80.8435061,-151.4963432
253.0896417,-5.84893,-0.24119299,-72.70997563,-74.45198069,-147.1619563
253.0345284,-5.872001,-0.242144371,-71.38185485,-80.77861252,-152.1604674
253.0182704,-5.902725,-0.24341134,-71.70693328,-78.47504315,-150.1819764
253.0241726,-5.933847,-0.244694722,-72.86478305,-82.06937962,-154.9341627
252.9485931,-5.987651,-0.246913443,-72.43516246,-79.21960273,-151.6547652
253.0361132,-6.043096,-0.249199835,-73.54500993,-79.44185221,-152.9868621
252.999198,-6.081197,-0.25077101,-74.44683601,-77.71692016,-152.1637562
253.0244731,-6.123625,-0.252520619,-74.88468556,-80.51376918,-155.3984547
253.0079144,-6.167357,-0.254324,-74.0655263,-81.96943873,-156.034965
252.9872572,-6.217041,-0.256372825,-74.4609624,-81.8242865,-156.2852489
252.978896,-6.264799,-0.258342227,-75.38812683,-79.25985103,-154.6479779
252.9772292,-6.283526,-0.259114474,-74.47313441,-82.97350467,-157.4466391
252.9593317,-6.313092,-0.260333691,-74.28842841,-84.51249229,-158.8009207
252.9590858,-6.320996,-0.260659629,-74.72878094,-83.46280708,-158.191588
252.9528012,-6.334453,-0.261214557,-74.91437841,-82.85496935,-157.7693478
252.9352589,-6.347462,-0.26175101,-75.32531239,-83.80015855,-159.1254709
253.0614977,-6.373616,-0.262829526,-74.39684504,-85.46356237,-159.8604074
253.0469336,-6.413764,-0.264485113,-75.27580144,-84.97402201,-160.2498235
253.1627071,-6.447952,-0.265894928,-76.4003239,-84.06853721,-160.4688611
253.1594282,-6.507544,-0.26835233,-76.35945337,-85.55684053,-161.9162939
253.1857416,-6.547501,-0.270000041,-78.18220357,-84.70006841,-162.882272
253.1904141,-6.590094,-0.271756454,-78.83918363,-82.74551028,-161.5846939
253.1135779,-6.648493,-0.27416466,-77.22013461,-85.75223515,-162.9723698
253.1730631,-6.661683,-0.274708577,-78.31410704,-85.80169569,-164.1158027
253.1732817,-6.696277,-0.276135134,-78.27659667,-86.53785888,-164.8144556
253.1726531,-6.715945,-0.276946186,-77.95470696,-87.86911223,-165.8238192
253.1281965,-6.745209,-0.278152948,-78.37208696,-86.63059314,-165.0026801
253.1563679,-6.773092,-0.279302763,-77.54061854,-90.53284271,-168.0734613
253.0919097,-6.780883,-0.279624041,-79.96446041,-84.86245535,-164.8269158
253.1522966,-6.803021,-0.280536948,-78.63345948,-89.86279688,-168.4962564
253.1505751,-6.850157,-0.282480701,-79.42621747,-89.05925858,-168.4854761
253.1907966,-6.885874,-0.283953567,-80.27596105,-89.13989115,-169.4158522
253.1656582,-6.917082,-0.285240495,-81.11205825,-87.56381663,-168.6758749
253.1693743,-6.980076,-0.287838186,-81.10866381,-89.15862157,-170.2672854
253.1914252,-7.009971,-0.289070969,-80.90605981,-90.03755745,-170.9436173
253.1867526,-7.073596,-0.29169468,-82.35147765,-87.31481426,-169.6662919
253.228477,-7.134846,-0.294220454,-82.05513202,-88.70766383,-170.7627959
253.1890204,-7.175097,-0.295880289,-81.7316308,-89.36122282,-171.0928536
253.195715,-7.193668,-0.296646103,-81.92676015,-90.15901621,-172.0857764
253.2267282,-7.193893,-0.296655381,-81.13218493,-92.84854776,-173.9807327
253.2395434,-7.222708,-0.297843629,-81.79825114,-91.36303191,-173.1612831
253.2777702,-7.254175,-0.299141237,-81.72504763,-94.63497404,-176.3600217
253.2395706,-7.260135,-0.29938701,-82.14681641,-91.71013951,-173.8569559
253.2307996,-7.285038,-0.300413938,-83.25176079,-92.85935769,-176.1111185
253.3174453,-7.33156,-0.302332371,-82.97653617,-92.01115193,-174.9876881
253.3460266,-7.38913,-0.304706392,-82.55353304,-93.05577212,-175.6093052
253.3678861,-7.432284,-0.306485938,-82.63681703,-94.30629092,-176.943108
253.3565464,-7.459294,-0.307599753,-82.70035151,-95.64427498,-178.3446265
253.365017,-7.492152,-0.308954722,-84.52995918,-91.04308511,-175.5730443
253.4669917,-7.522504,-0.310206351,-84.21859569,-92.3851484,-176.6037441
253.5235805,-7.553488,-0.311484041,-84.85599766,-91.87290038,-176.728898
253.5316412,-7.583875,-0.312737113,-84.54521705,-92.49940054,-177.0446176
253.5630369,-7.619592,-0.314209979,-84.86535811,-93.02337631,-177.8887344
253.6087506,-7.65923,-0.315844536,-85.33142616,-92.27500946,-177.6064356
253.645174,-7.67229,-0.316383093,-85.77637319,-92.13546616,-177.9118394
253.6499832,-7.699352,-0.317499052,-86.19605045,-92.18360095,-178.3796514
253.7095231,-7.760774,-0.320031918,-86.13769336,-91.9182817,-178.0559751
253.7658659,-7.803643,-0.321799711,-87.99555382,-89.79739339,-177.7929472
253.787179,-7.819631,-0.32245901,-86.79714211,-91.96607656,-178.7632187
253.8553533,-7.846417,-0.323563588,-86.40410613,-94.34439763,-180.7485038
253.8773222,-7.897284,-0.325661196,-87.66087493,-92.76652145,-180.4273964
253.9627383,-7.937164,-0.327305732,-86.77783833,-94.43074111,-181.2085794
253.9902266,-7.981786,-0.329145814,-88.57302149,-91.77244959,-180.3454711
253.9507975,-8.006525,-0.330165979,-88.39164137,-93.57009374,-181.9617351
254.0314591,-8.057184,-0.33225501,-87.77882343,-93.16580907,-180.9446325
254.093021,-8.075937,-0.33302833,-87.8944404,-95.1104411,-183.0048815
254.1932197,-8.107525,-0.334330928,-88.47348529,-93.93096871,-182.404454
254.1135689,-8.127936,-0.335172619,-89.12425933,-93.14197963,-182.266239
254.220544,-8.160655,-0.336521856,-88.62026947,-95.07291228,-183.6931818
254.2909318,-8.171806,-0.336981691,-88.5968512,-95.49687918,-184.0937304
254.4249034,-8.191897,-0.337810186,-89.20363457,-94.78029625,-183.9839308
254.3874961,-8.229679,-0.339368206,-88.78776321,-95.23519723,-184.0229604
254.4845526,-8.281928,-0.341522804,-90.14931417,-95.43596283,-185.585277
254.4379097,-8.302589,-0.342374804,-90.11756408,-97.32243198,-187.4399961
254.5575635,-8.322499,-0.343195835,-90.97858819,-96.43802315,-187.4166113
254.2104063,-8.371198,-0.345204041,-89.85238565,-96.48676983,-186.3391555
254.8954575,-8.402181,-0.346481691,-90.10412343,-98.08983519,-188.1939586
254.4000653,-8.452884,-0.348572536,-90.78301311,-96.18089634,-186.9639095
254.4208586,-8.464113,-0.349035588,-90.50826851,-96.66105449,-187.169323
254.092447,-8.470428,-0.349296,-90.30641884,-98.3370699,-188.6434887
254.5012204,-8.481743,-0.349762598,-91.30226085,-94.94978783,-186.2520487
254.8026634,-8.492618,-0.350211052,-89.58261273,-98.52063479,-188.1032475
254.5124231,-8.489966,-0.350101691,-90.27151431,-96.76143729,-187.0329516
255.0727373,-8.489525,-0.350083505,-90.11348388,-95.96242013,-186.075904
254.52267,-8.484913,-0.34989332,-88.44437533,-98.32289461,-186.7672699
255.0558796,-8.482615,-0.349798557,-88.62092093,-95.40241125,-184.0233322
255.2495824,-8.481959,-0.349771505,-87.60755808,-95.23448337,-182.8420415
254.3646257,-8.495753,-0.35034033,-87.72653521,-97.30489134,-185.0314266
254.4520085,-8.475023,-0.349485485,-87.64229118,-97.89093924,-185.5332304
254.7736721,-8.484308,-0.349868371,-87.01346104,-97.17150085,-184.1849619
254.7957777,-8.481268,-0.34974301,-86.28502614,-98.48589343,-184.7709196
254.8049039,-8.491728,-0.350174351,-87.58441412,-97.85905334,-185.4434675
254.8912219,-8.477441,-0.349585196,-88.27564724,-91.85780727,-180.1334545
254.69301,-8.491529,-0.350166144,-88.11487382,-97.4812836,-185.5961574
254.7459103,-8.488938,-0.350059299,-88.49066326,-94.37091255,-182.8615758
254.7532606,-8.483021,-0.349815299,-89.82715016,-91.52807034,-181.3552205
254.8810299,-8.480827,-0.349724825,-87.56665327,-96.85617717,-184.4228304
254.6977648,-8.483488,-0.349834557,-87.44901334,-92.38637216,-179.8353855
254.7401723,-8.473269,-0.349413155,-85.87590939,-94.46174318,-180.3376526
254.6785558,-8.486839,-0.349972742,-85.60030761,-93.80090959,-179.4012172
254.6442637,-8.488998,-0.350061773,-85.22705544,-91.46630415,-176.6933596
254.6604943,-8.479704,-0.349678515,-83.93010186,-92.35118889,-176.2812908
254.6643198,-8.47542,-0.349501856,-83.73130377,-89.50576317,-173.2370669
254.6419957,-8.408133,-0.346727134,-81.43312507,-92.69448922,-174.1276143
254.6201635,-8.335835,-0.343745773,-80.99541266,-90.15459706,-171.1500097
