Axial load (kN),lat disp top (mm),Lat drift,Lat Load_Resultant (kN),Total Load (kN)
249.9763289,0.05824593,0.002401894,17.77148148,17.77148148
250.0729755,0.062094557,0.0025606,18.19962963,18.19962963
250.0662809,0.063276388,0.002609336,18.62777778,18.62777778
249.9999372,0.078731769,0.003246671,19.05592593,19.05592593
249.9677762,0.113828978,0.004693978,19.48407407,19.48407407
250.0295021,0.130536237,0.005382938,19.91222222,19.91222222
249.9508626,0.139924881,0.005770098,20.34037037,20.34037037
249.9787607,0.148355791,0.006117765,20.76851852,20.76851852
250.0383826,0.154232816,0.006360116,21.19666667,21.19666667
250.037071,0.15496863,0.006390459,21.62481481,21.62481481
250.0362241,0.166749244,0.006876257,22.05296296,22.05296296
250.0178621,0.169740223,0.006999597,22.48111111,22.48111111
250.0169058,0.18069429,0.007451311,22.90925926,22.90925926
250.0380274,0.174504168,0.007196048,23.33740741,23.33740741
249.9574476,0.180362889,0.007437645,23.76555556,23.76555556
249.9549886,0.174275435,0.007186616,24.1937037,24.1937037
249.9426106,0.172958738,0.007132319,24.62185185,24.62185185
250.0579196,0.209016159,0.008619223,25.05,25.05
249.9746895,0.237512267,0.00979432,25.47814815,25.47814815
250.036306,0.263413,0.010862392,25.9062963,25.9062963
249.9991721,0.277428628,0.011440356,26.33444444,26.33444444
250.0222886,0.279800836,0.011538179,26.76259259,26.76259259
250.0041999,0.289763024,0.011948991,27.19074074,27.19074074
250.027289,0.298874262,0.012324712,27.61888889,27.61888889
249.9931607,0.297034432,0.012248843,28.04703704,28.04703704
249.9824223,0.298779614,0.012320809,28.47518519,28.47518519
249.9685141,0.303165024,0.01250165,28.90333333,28.90333333
249.9540596,0.297677001,0.01227534,29.33148148,29.33148148
249.9563821,0.31062891,0.01280944,29.75962963,29.75962963
250.0243926,0.305938978,0.01261604,30.18777778,30.18777778
249.9262159,0.312011679,0.012866461,30.61592593,30.61592593
249.9758097,0.351119555,0.014479157,31.04407407,31.04407407
249.9803456,0.37701627,0.015547063,31.47222222,31.47222222
249.9411079,0.39024722,0.016092669,31.90037037,31.90037037
250.0014674,0.401723132,0.016565902,32.32851852,32.32851852
249.9610272,0.410367522,0.016922372,32.75666667,32.75666667
249.9432663,0.429782679,0.017722997,33.18481481,33.18481481
250.0262779,0.438337299,0.018075765,33.61296296,33.61296296
249.9262707,0.446943282,0.018430651,34.04111111,34.04111111
249.9725582,0.46030011,0.018981448,34.46925926,34.46925926
249.97499,0.457739582,0.018875859,34.89740741,34.89740741
249.9733506,0.471508464,0.019443648,35.32555556,35.32555556
250.0008662,0.476484551,0.019648847,35.7537037,35.7537037
249.9919039,0.494722028,0.020400908,36.18185185,36.18185185
249.9649346,0.520430343,0.021461045,36.61,36.61
249.9806735,0.541873497,0.022345299,37.54329521,37.54329521
249.9477203,0.559627396,0.023077418,37.46960721,37.46960721
249.9922043,0.574982287,0.02371061,38.04066598,38.04066598
249.9868215,0.588851185,0.024282523,36.999859,36.999859
249.9773673,0.602595434,0.024849296,37.01257098,37.01257098
250.043055,0.613996546,0.025319445,37.61260801,37.61260801
249.9966036,0.634618172,0.026169822,40.13765453,40.13765453
249.974061,0.653590377,0.026952181,40.58028701,40.58028701
250.0439568,0.665239605,0.027432561,41.51617586,41.51617586
249.9762742,0.686355929,0.028303337,40.66911558,40.66911558
249.9749354,0.701833278,0.028941578,41.39613311,41.39613311
249.9939805,0.714947811,0.029482384,41.99105654,41.99105654
250.0140366,0.733121188,0.030231802,41.80424251,41.80424251
249.9889528,0.738780565,0.030465178,42.12243621,42.12243621
250.0204305,0.77057138,0.031776139,43.50203944,43.50203944
249.9795259,0.798136759,0.032912856,39.80161469,39.80161469
249.9936252,0.826858688,0.034097266,43.29094124,43.29094124
249.9995274,0.849272607,0.035021551,44.70984941,44.70984941
249.9926963,0.890917875,0.036738881,44.17147228,44.17147228
250.0087356,0.911086657,0.037570584,44.21110634,44.21110634
249.9586228,0.923400658,0.038078378,45.38961983,45.38961983
250.0273162,0.922179498,0.038028021,44.95276097,44.95276097
249.9810561,0.937254984,0.03864969,45.60712427,45.60712427
250.0362514,0.939237022,0.038731424,45.71262341,45.71262341
250.0083804,0.953434067,0.039316869,45.62469338,45.62469338
250.013982,0.987481124,0.040720871,46.97972638,46.97972638
250.0168784,0.983010439,0.040536513,47.1396271,47.1396271
250.0204578,0.999726987,0.041225855,48.46231273,48.46231273
250.0103478,1.026701979,0.042338226,47.18042475,47.18042475
249.9877505,1.03771527,0.042792382,48.75399496,48.75399496
249.9893626,1.062534152,0.043815841,46.48165437,46.48165437
250.0175614,1.086726417,0.04481346,49.57796863,49.57796863
249.989226,1.103076032,0.045487671,52.04195106,52.04195106
249.9847175,1.129634186,0.046582853,50.62356831,50.62356831
250.0196107,1.144720467,0.047204968,52.43098053,52.43098053
250.0311416,1.171628183,0.048314564,50.50714799,50.50714799
249.9987622,1.195530223,0.049300215,51.66078854,51.66078854
249.9908928,1.19536905,0.049293569,51.96086112,51.96086112
250.0901623,1.218883595,0.050263241,51.34470979,51.34470979
250.0350764,1.229203346,0.050688798,53.14358582,53.14358582
250.0348031,1.239107833,0.05109723,50.5924327,50.5924327
250.0510064,1.255819036,0.051786352,51.58802183,51.58802183
250.0423993,1.263811874,0.052115954,53.24475688,53.24475688
250.0048829,1.279973064,0.052782394,51.60680241,51.60680241
250.0540668,1.282802486,0.052899072,53.29820111,53.29820111
250.076582,1.31297761,0.054143407,52.85958117,52.85958117
250.0911187,1.314031301,0.054186858,55.61513569,55.61513569
250.0563347,1.325164101,0.054645942,56.48304705,56.48304705
250.0848341,1.350533284,0.055692094,55.54051092,55.54051092
250.0304858,1.388188252,0.057244876,55.83587411,55.83587411
250.0739589,1.407380166,0.058036296,56.05662033,56.05662033
250.061581,1.435344094,0.059189447,56.56208437,56.56208437
250.0880856,1.444606175,0.059571389,56.06114539,56.06114539
250.0524273,1.447497288,0.05969061,56.41343017,56.41343017
250.0445852,1.456659863,0.060068448,58.02702487,58.02702487
250.0692044,1.475899208,0.060861823,59.05745274,59.05745274
250.0430277,1.478261178,0.060959224,58.76033064,58.76033064
250.0828667,1.504556719,0.062043576,60.71422027,60.71422027
250.0306771,1.518473436,0.062617461,58.92112714,58.92112714
250.0913373,1.567961893,0.064658222,59.34573595,59.34573595
250.0597775,1.572318298,0.064837868,61.86042643,61.86042643
250.1030321,1.589447852,0.065544241,59.90762985,59.90762985
250.0539575,1.593485822,0.065710756,59.63103384,59.63103384
250.0736583,1.607639668,0.066294419,61.86043815,61.86043815
250.0505965,1.642443243,0.067729618,61.4418342,61.4418342
250.0773199,1.651576109,0.068106231,61.15743578,61.15743578
250.0803802,1.674512263,0.069052052,63.24796199,63.24796199
250.0852165,1.689073181,0.069652502,62.78029083,62.78029083
250.0602968,1.694006496,0.069855938,64.19408423,64.19408423
250.0689858,1.704846775,0.07030296,63.50003544,63.50003544
250.1126775,1.729133989,0.071304494,64.03804456,64.03804456
250.0671004,1.755221932,0.072380286,64.84626474,64.84626474
250.0366064,1.743358759,0.071891083,64.33362648,64.33362648
250.0643954,1.771942533,0.073069795,63.54624843,63.54624843
250.0623734,1.801672901,0.07429579,65.6045879,65.6045879
250.0921023,1.804245649,0.074401882,67.15356537,67.15356537
250.1508772,1.822584291,0.075158115,66.62541077,66.62541077
250.1235252,1.830185726,0.075471576,67.07099744,67.07099744
250.1435815,1.845573349,0.076106117,66.29957236,66.29957236
250.1719442,1.860959997,0.076740618,67.86414399,67.86414399
250.1290174,1.870055865,0.077115706,68.75385833,68.75385833
250.0885502,1.896006986,0.078185855,68.34828495,68.34828495
250.1230881,1.904132081,0.078520911,69.17855497,69.17855497
250.1086608,1.921318932,0.079229647,68.72813839,68.72813839
250.1163937,1.937344525,0.079890496,69.90244613,69.90244613
250.1004909,1.9441786,0.080172313,72.13427165,72.13427165
250.133854,1.951777209,0.080485658,70.39519696,70.39519696
250.1500572,1.98541973,0.081872979,72.40730036,72.40730036
250.0742321,2.002564769,0.08257999,70.53584648,70.53584648
250.0995617,2.03150737,0.0837735,71.89988503,71.89988503
250.1300012,2.052466479,0.084637793,72.63047231,72.63047231
250.1073493,2.079976624,0.085772232,73.20966155,73.20966155
250.1643479,2.101788493,0.08667169,72.36242864,72.36242864
250.1893497,2.111396171,0.087067883,75.02037883,75.02037883
250.151205,2.119395522,0.087397754,73.20089887,73.20089887
250.1504125,2.133418484,0.08797602,74.94051298,74.94051298
250.1476527,2.13665092,0.088109316,75.11625444,75.11625444
250.1349469,2.15793812,0.088987139,75.05971476,75.05971476
250.1591016,2.183444431,0.090038946,73.17844547,73.17844547
250.1390456,2.197847966,0.090632906,75.35090803,75.35090803
250.1195086,2.216247613,0.091391654,75.32157419,75.32157419
250.1686651,2.226804983,0.09182701,75.70244726,75.70244726
250.1540467,2.240633033,0.092397238,77.70080465,77.70080465
250.1118577,2.254980787,0.092988898,76.35451285,76.35451285
250.1275693,2.282286767,0.094114918,75.93072742,75.93072742
250.1430349,2.307856265,0.095169331,78.4923109,78.4923109
250.1589375,2.322046826,0.095754508,80.65416673,80.65416673
250.1602221,2.351100503,0.096952598,79.75001618,79.75001618
250.2002249,2.355236864,0.09712317,78.13277447,78.13277447
250.2012905,2.365248315,0.097536013,78.92805847,78.92805847
250.2417034,2.376235684,0.0979891,81.93560562,81.93560562
250.2193247,2.394308229,0.09873436,80.03523429,80.03523429
250.1660148,2.407344342,0.099271932,80.40023476,80.40023476
250.060187,2.427069049,0.100085322,81.8945554,81.8945554
250.173037,2.457273355,0.10133086,81.84468505,81.84468505
250.2453101,2.47487844,0.102056843,83.2311306,83.2311306
250.2982102,2.488332309,0.102611642,81.49622061,81.49622061
250.0722921,2.505781642,0.103331202,80.4699043,80.4699043
250.0922662,2.511924556,0.103584518,82.46608481,82.46608481
250.0815002,2.516761582,0.103783983,83.77683583,83.77683583
250.2621147,2.548782237,0.105104422,85.7523922,85.7523922
250.2325767,2.555168235,0.105367762,87.88488156,87.88488156
250.3303981,2.584490135,0.106576913,83.33896329,83.33896329
250.2148709,2.590606996,0.106829154,85.22379825,85.22379825
250.4450784,2.634983633,0.108659119,85.46313208,85.46313208
250.3386499,2.674232595,0.110277633,86.80510052,86.80510052
250.0841236,2.697543969,0.111238927,87.15703867,87.15703867
250.3450989,2.721534252,0.112228217,87.04485346,87.04485346
250.3555913,2.72470595,0.112359008,87.0190949,87.0190949
250.2765694,2.737092928,0.112869811,88.47943366,88.47943366
250.221729,2.730716912,0.112606883,87.47277606,87.47277606
250.2057443,2.751826155,0.113477367,88.16337487,88.16337487
250.2868433,2.787551008,0.114950557,89.06368483,89.06368483
250.2360196,2.80343472,0.115605555,87.92308482,87.92308482
250.2680166,2.82377304,0.116444249,88.53487487,88.53487487
250.2047059,2.822088879,0.116374799,89.84305812,89.84305812
250.3247148,2.849759933,0.117515874,91.73772214,91.73772214
250.3692535,2.851879738,0.117603288,91.19222707,91.19222707
250.3069542,2.873125197,0.11847939,87.5043382,87.5043382
250.305615,2.880933264,0.118801372,90.48663838,90.48663838
250.3023634,2.922238392,0.120504676,90.73781623,90.73781623
250.2822798,2.916410523,0.120264351,92.93839613,92.93839613
250.4202135,2.949502301,0.121628961,91.03153317,91.03153317
250.315479,2.961993332,0.122144055,92.64278766,92.64278766
250.2640818,2.975105732,0.122684772,92.92222306,92.92222306
250.3482683,2.996658984,0.123573566,94.0598727,94.0598727
250.3231844,2.994562003,0.123487093,93.30434003,93.30434003
250.2969803,3.018457081,0.124472457,93.90272126,93.90272126
250.3371473,3.039086055,0.125323136,94.34944983,94.34944983
250.3843639,3.056942661,0.126059491,95.37607786,95.37607786
250.3625862,3.073715052,0.126751136,95.66852206,95.66852206
250.3831615,3.09415123,0.127593865,97.14315762,97.14315762
250.3769588,3.110228237,0.128256835,96.41820616,96.41820616
250.354744,3.113242153,0.12838112,95.54576551,95.54576551
250.3096042,3.127781358,0.128980675,95.59010405,95.59010405
250.3601816,3.148773829,0.129846343,97.06184765,97.06184765
250.367614,3.173645623,0.130871984,98.0108617,98.0108617
250.3604549,3.193836857,0.131704613,96.62752764,96.62752764
250.3888997,3.22383338,0.132941583,98.19613225,98.19613225
250.4042012,3.230631522,0.133221918,98.33866148,98.33866148
250.3840904,3.243283205,0.133743637,98.71150346,98.71150346
250.4534945,3.242050202,0.133692792,99.23571943,99.23571943
250.4462808,3.256938572,0.134306745,100.6254792,100.6254792
250.3770955,3.276503767,0.135113557,100.4719399,100.4719399
250.378981,3.294618182,0.135860544,99.99638037,99.99638037
250.4220439,3.329837807,0.137312899,101.2328632,101.2328632
250.4370725,3.365804266,0.138796052,100.746781,100.746781
250.41759,3.393859381,0.139952964,102.173724,102.173724
250.4343947,3.399188558,0.140172724,102.4349438,102.4349438
250.45885,3.418721558,0.140978209,102.7820562,102.7820562
250.4753812,3.409965506,0.140617134,104.0512289,104.0512289
250.4581942,3.414883649,0.140819944,103.7170657,103.7170657
250.4991808,3.424244668,0.141205966,102.5448995,102.5448995
250.4553798,3.456675503,0.14254332,104.6470389,104.6470389
250.4343947,3.478642122,0.14344916,104.3021774,104.3021774
250.4835786,3.494602489,0.144107319,105.692208,105.692208
250.4848355,3.505349087,0.144550478,105.2336787,105.2336787
250.4843163,3.514260042,0.14491794,105.0482867,105.0482867
250.513772,3.53786659,0.145891406,106.0789647,106.0789647
250.5371616,3.562660715,0.146913844,107.5906324,107.5906324
250.5539935,3.567854688,0.147128028,106.7883128,106.7883128
250.5574364,3.592784911,0.148156079,105.4812638,105.4812638
250.5074053,3.595550062,0.148270106,107.7521296,107.7521296
250.5764813,3.629040523,0.149651156,107.8929975,107.8929975
250.5674371,3.652275087,0.150609282,107.9440717,107.9440717
250.6027401,3.662576995,0.151034103,110.5256592,110.5256592
250.5709619,3.672289574,0.151434622,109.7953431,109.7953431
250.5698689,3.676161582,0.151594292,109.6192425,109.6192425
250.5966195,3.698491346,0.152515107,110.95965,110.95965
250.6209108,3.716488184,0.153257245,110.6669238,110.6669238
250.6555309,3.7190567,0.153363163,109.66479,109.66479
250.6336167,3.744709986,0.15442103,113.8295041,113.8295041
250.61755,3.766264501,0.155309876,110.2483822,110.2483822
250.5797602,3.785568534,0.156105919,113.0783878,113.0783878
250.6652583,3.807393586,0.157005921,112.5433234,112.5433234
250.6398193,3.823106396,0.157653872,112.4246832,112.4246832
250.6385078,3.839956906,0.158348738,113.2961966,113.2961966
250.7025834,3.871347536,0.159643197,112.9716591,112.9716591
250.6420599,3.885072712,0.160209184,114.3163645,114.3163645
250.6893311,3.895310612,0.160631365,114.2662559,114.2662559
250.6925554,3.904705414,0.16101878,117.2666752,117.2666752
250.6843034,3.903467771,0.160967743,115.7868634,115.7868634
250.7426682,3.922980774,0.161772403,113.6103336,113.6103336
250.7062176,3.933862651,0.16222114,115.5624361,115.5624361
250.7851303,3.965956776,0.163544609,116.7989691,116.7989691
250.7630249,3.976493052,0.163979095,116.8729747,116.8729747
250.7733809,4.013741462,0.165515112,116.4363311,116.4363311
250.832101,4.02145036,0.165833005,116.2079641,116.2079641
250.798246,4.028432812,0.166120941,116.6842193,116.6842193
250.8078369,4.030839317,0.166220178,117.7834991,117.7834991
250.8195044,4.046000009,0.166845361,117.4362599,117.4362599
250.8921052,4.069264878,0.167804737,119.4770654,119.4770654
250.8809295,4.099564509,0.169054207,118.9977895,118.9977895
250.9089098,4.129763898,0.170299542,121.1301033,121.1301033
250.902188,4.141479851,0.170782674,119.1147206,119.1147206
250.9181454,4.146760246,0.171000423,120.9858353,120.9858353
250.9964844,4.174740028,0.172154228,121.3585773,121.3585773
250.9335017,4.176507038,0.172227094,121.0728746,121.0728746
251.0112395,4.200763894,0.173227377,121.442357,121.442357
251.0319514,4.22165498,0.174088865,122.467785,122.467785
250.9683949,4.250264733,0.175268649,122.7478848,122.7478848
251.0746048,4.260930193,0.175708462,122.0784633,122.0784633
251.0475536,4.272803606,0.176198087,123.9595978,123.9595978
251.0978578,4.282305357,0.176589912,122.9536095,122.9536095
251.0996065,4.299073141,0.177281367,124.7658357,124.7658357
251.1248543,4.318290084,0.178073818,124.5277309,124.5277309
251.1526432,4.352807298,0.179497208,124.6496764,124.6496764
251.143189,4.366207218,0.180049782,123.7408059,123.7408059
251.1576708,4.378477772,0.180555784,124.3591753,124.3591753
251.208549,4.404554059,0.181631095,126.5951541,126.5951541
251.2581425,4.421997676,0.18235042,126.5084483,126.5084483
251.2780623,4.446012879,0.183340737,124.6831182,124.6831182
251.2537161,4.468862818,0.184283003,125.441507,125.441507
251.3227376,4.492282975,0.185248782,126.2035896,126.2035896
251.3122449,4.508795173,0.185929698,128.1414189,128.1414189
251.2560385,4.524026162,0.18655778,127.5162769,127.5162769
251.2648095,4.53437058,0.186984354,126.9897622,126.9897622
251.3305796,4.553440234,0.187770731,128.9812936,128.9812936
251.3950924,4.573277931,0.188588781,127.2997593,127.2997593
251.3610189,4.601286244,0.189743763,129.8064636,129.8064636
251.3131193,4.611546837,0.19016688,127.6269432,127.6269432
251.4112138,4.634075734,0.191095907,129.6677959,129.6677959
251.372905,4.649838492,0.191745917,131.5866237,131.5866237
251.4172251,4.678441654,0.192925429,129.250717,129.250717
251.4330186,4.694301539,0.193579445,131.611844,131.611844
251.4394125,4.714921511,0.194429753,130.2088654,130.2088654
251.4565176,4.728525451,0.19499074,131.5052141,131.5052141
251.4382376,4.722695376,0.194750325,129.5202109,129.5202109
251.4599331,4.729520387,0.195031769,131.2626661,131.2626661
251.4633487,4.731491547,0.195113054,132.6947199,132.6947199
251.4957281,4.756404852,0.196140406,132.4471648,132.4471648
251.4915475,4.758761164,0.196237574,130.6068704,130.6068704
251.5348293,4.781890406,0.197191357,132.412618,132.412618
251.5752421,4.809364144,0.198324295,135.5989834,135.5989834
251.5847236,4.829339461,0.199148019,132.6168546,132.6168546
251.5754333,4.847466114,0.19989551,133.6780072,133.6780072
251.6617783,4.858278065,0.200341364,134.4337313,134.4337313
251.6692926,4.86206559,0.20049755,134.9914988,134.9914988
251.6915346,4.883180818,0.201368281,135.407955,135.407955
251.7073281,4.90830506,0.202404332,134.0989048,134.0989048
251.6808781,4.928739875,0.203247005,134.8292361,134.8292361
251.7056067,4.949417171,0.204099677,134.7121836,134.7121836
251.814385,4.964781082,0.20473324,136.3994518,136.3994518
251.8021437,4.973416567,0.205089343,138.4680267,138.4680267
251.8332116,4.998461294,0.206122115,136.5964066,136.5964066
251.8078544,5.017293438,0.206898698,137.7399185,137.7399185
251.8682142,5.014440342,0.206781045,137.72937,137.72937
251.8398787,5.037581388,0.207735315,138.0670469,138.0670469
251.9025335,5.046856193,0.208117781,138.8664559,138.8664559
251.8772039,5.06074084,0.208690344,137.923243,137.923243
251.9382465,5.073887664,0.209232481,136.7805423,136.7805423
251.9028068,5.081176208,0.20953304,137.8974425,137.8974425
251.9593956,5.114471495,0.210906041,140.8627097,140.8627097
252.0008194,5.132901778,0.211666053,138.9052114,138.9052114
251.9991526,5.15395168,0.21253409,137.4867123,137.4867123
251.9946713,5.169315144,0.213167635,140.391921,140.391921
252.0474074,5.191613439,0.214087152,140.4265203,140.4265203
252.1211013,5.209155886,0.214810552,142.1113187,142.1113187
252.0357945,5.230883802,0.215706549,140.5414868,140.5414868
252.1041055,5.269031052,0.217279631,142.1158509,142.1158509
252.1013731,5.271250765,0.217371166,142.5160698,142.5160698
252.1571148,5.281736249,0.217803557,141.814969,141.814969
252.1851496,5.30157189,0.218621521,142.0871905,142.0871905
252.1726077,5.310474032,0.21898862,143.5748505,143.5748505
252.2301802,5.331294794,0.219847208,143.2536311,143.2536311
252.2806213,5.359460263,0.221008671,143.8033005,143.8033005
252.295704,5.37964942,0.221841213,142.7170037,142.7170037
252.2364101,5.38165823,0.221924051,145.2225427,145.2225427
252.3367727,5.395328704,0.222487782,144.4295041,144.4295041
252.3434672,5.416928005,0.223378474,145.1898635,145.1898635
252.3552439,5.433136417,0.224046863,146.1660078,146.1660078
252.4162593,5.451342043,0.22479761,145.6550243,145.6550243
252.336882,5.469223527,0.225534991,145.9596178,145.9596178
252.4388839,5.500673041,0.226831878,147.3074402,147.3074402
252.4469446,5.508771116,0.227165819,144.7111899,144.7111899
252.4908549,5.549338688,0.228838709,146.8030254,146.8030254
252.4588853,5.562214002,0.22936965,146.3034453,146.3034453
252.5796319,5.581592451,0.230168761,147.9033006,147.9033006
252.5214309,5.590963237,0.230555185,148.770889,148.770889
252.5069217,5.606862044,0.231210806,148.4089496,148.4089496
252.5909715,5.60181894,0.231002843,147.1449212,147.1449212
252.5891134,5.605255366,0.231144551,146.1858333,146.1858333
252.6475877,5.61173155,0.23141161,146.4648378,146.4648378
252.5987316,5.604806487,0.231126041,147.4958286,147.4958286
252.6064371,5.616276484,0.23159903,148.0111825,148.0111825
252.6042238,5.61931787,0.231724448,147.2142091,147.2142091
252.6595284,5.609315265,0.23131197,144.5522478,144.5522478
252.7116907,5.61197112,0.231421489,147.6044538,147.6044538
252.6398821,5.623454125,0.231895015,146.819262,146.819262
252.7328944,5.641871116,0.232654479,146.8108242,146.8108242
252.6992034,5.666704134,0.233678521,145.3655984,145.3655984
252.7108163,5.680346141,0.234241078,145.889262,145.889262
252.7127563,5.682983791,0.234349847,144.8207603,144.8207603
252.7285498,5.695068393,0.234848181,145.7087615,145.7087615
252.7160352,5.685077167,0.234436172,145.0264642,145.0264642
252.7209263,5.688260699,0.234567452,144.8126249,144.8126249
252.7245331,5.682277957,0.234320741,144.8169251,144.8169251
252.7365285,5.680117613,0.234231654,144.199621,144.199621
252.6934106,5.685310397,0.23444579,144.9007028,144.9007028
252.7154887,5.692428645,0.234739326,144.3995954,144.3995954
252.7752199,5.677877663,0.234139285,144.2179222,144.2179222
252.6743929,5.700367557,0.235066703,145.0181497,145.0181497
252.7820509,5.677338647,0.234117058,146.0038286,146.0038286
252.8414269,5.68738573,0.23453137,145.8563828,145.8563828
252.6919078,5.685648649,0.234459738,145.3514445,145.3514445
252.7977078,5.689505595,0.234618787,146.1336584,146.1336584
252.7573224,5.689550604,0.234620643,144.7735601,144.7735601
252.7409005,5.686949503,0.234513382,143.9939498,143.9939498
252.7633064,5.68820684,0.23456523,143.9871067,143.9871067
252.7581694,5.684599281,0.234416465,143.6176912,143.6176912
252.7125377,5.690005491,0.234639402,142.5275591,142.5275591
252.7360094,5.682204242,0.234317701,145.1731645,145.1731645
252.796779,5.688763119,0.23458817,142.8080229,142.8080229
252.7406545,5.6906621,0.234666478,145.2466366,145.2466366
252.80126,5.684407609,0.234408561,142.816608,142.816608
252.7046136,5.689756,0.234629113,143.3427096,143.3427096
252.7364739,5.687234453,0.234525132,142.7504019,142.7504019
252.7149696,5.690164054,0.23464594,144.1412256,144.1412256
252.7495076,5.684300852,0.234404159,143.201447,143.201447
252.6891753,5.69335881,0.234777683,143.1812938,143.1812938
252.7291509,5.685290928,0.234444987,145.7400608,145.7400608
252.7409825,5.683459377,0.234369459,143.1271219,143.1271219
252.6804862,5.694325937,0.234817564,145.0332971,145.0332971
252.7987735,5.691298284,0.234692713,143.177487,143.177487
252.7282219,5.692181176,0.234729121,145.194444,145.194444
252.7402447,5.696405685,0.234903327,144.6218244,144.6218244
252.6983837,5.697752699,0.234958874,146.6825932,146.6825932
252.701526,5.694236053,0.234813858,145.6415702,145.6415702
252.6917712,5.692399524,0.234738125,145.4921748,145.4921748
252.7168549,5.693454174,0.234781615,145.2188765,145.2188765
252.6754312,5.69362247,0.234788555,145.3354238,145.3354238
252.7180846,5.684572099,0.234415344,146.4242721,146.4242721
252.6446913,5.694071174,0.234807059,143.9887892,143.9887892
252.6819071,5.680473486,0.234246329,142.1058633,142.1058633
252.7304625,5.697193586,0.234935818,142.7056462,142.7056462
252.7161719,5.69474888,0.234835005,143.1849844,143.1849844
252.6769614,5.700379262,0.235067186,144.7881744,144.7881744
252.6546646,5.693515951,0.234784163,145.2952604,145.2952604
252.6991761,5.699754386,0.235041418,146.7953076,146.7953076
252.7021818,5.708720386,0.23541115,147.1690075,147.1690075
252.6630533,5.699634023,0.235036455,146.5127378,146.5127378
252.7871607,5.717422076,0.235769983,144.8406,144.8406
252.6372317,5.733465936,0.236431585,147.0582631,147.0582631
252.7047776,5.724660142,0.236068459,149.0807369,149.0807369
252.7311456,5.731362419,0.236344842,147.4593354,147.4593354
252.6994493,5.741810404,0.236775687,145.7431179,145.7431179
252.7530871,5.751404155,0.237171305,146.9416695,146.9416695
252.7379494,5.765744926,0.237762677,147.5196327,147.5196327
252.7337141,5.770719284,0.237967806,147.607222,147.607222
252.6890661,5.766043642,0.237774996,147.9609287,147.9609287
252.6951047,5.77207742,0.238023811,149.1195846,149.1195846
252.7202159,5.779128153,0.238314563,146.5620108,146.5620108
252.7263092,5.780110801,0.238355085,145.634239,145.634239
252.7334682,5.780380203,0.238366194,144.7939542,144.7939542
252.7334682,5.792815425,0.238878987,145.6071908,145.6071908
252.707592,5.779506055,0.238330147,148.5714486,148.5714486
252.7228936,5.78099793,0.238391667,146.8527181,146.8527181
252.7187403,5.796391832,0.239026467,149.1052058,149.1052058
252.821808,5.806246972,0.239432865,147.151247,147.151247
252.7990741,5.815180461,0.239801256,148.8477751,148.8477751
252.7747553,5.816156733,0.239841515,144.1238953,144.1238953
252.7674324,5.812789664,0.239702667,146.8873059,146.8873059
252.890884,5.815529242,0.239815639,144.3064998,144.3064998
252.8114247,5.815885348,0.239830324,144.4283549,144.4283549
252.8282018,5.81660943,0.239860183,144.3067343,144.3067343
252.8171355,5.823832087,0.240158024,142.0676759,142.0676759
252.7620495,5.818288509,0.239929423,142.2131163,142.2131163
252.7509558,5.823004012,0.240123877,140.2755513,140.2755513
252.7655197,5.818962218,0.239957205,139.2606304,139.2606304
252.7823242,5.814485287,0.239772589,139.0548219,139.0548219
252.8016699,5.816532149,0.239856996,137.4890946,137.4890946
252.7774332,5.810250849,0.239597973,137.8572721,137.8572721
252.7956039,5.820289018,0.240011918,135.3514669,135.3514669
252.7888001,5.818527346,0.239939272,136.9680217,136.9680217
252.7627599,5.820836572,0.240034498,133.4718759,133.4718759
252.7184945,5.814921424,0.239790574,133.9091359,133.9091359
252.8132281,5.794219929,0.238936904,131.2405249,131.2405249
252.7349437,5.756553449,0.237383647,129.9652355,129.9652355
252.7845648,5.723148528,0.236006125,129.2664652,129.2664652
252.7476768,5.709751957,0.235453689,124.3705906,124.3705906
252.77287,5.701982663,0.235133306,127.4912603,127.4912603
252.7058979,5.67755724,0.234126072,125.374875,125.374875
252.7204891,5.66389129,0.233562527,124.6296157,124.6296157
252.7249703,5.641877721,0.232654751,123.5013331,123.5013331
252.7343973,5.632927911,0.232285687,122.8210583,122.8210583
252.6225311,5.61329505,0.231476085,121.6995362,121.6995362
252.6574244,5.603810098,0.231084953,121.3393286,121.3393286
252.6486259,5.594249874,0.230690716,121.0754814,121.0754814
252.6690918,5.576843653,0.229972934,119.6170473,119.6170473
252.6607034,5.551535403,0.228929295,118.8013485,118.8013485
252.6373137,5.54210625,0.228540464,118.1623161,118.1623161
252.7093681,5.518129891,0.227551748,118.0264995,118.0264995
252.5828289,5.502417528,0.226903816,117.7591153,117.7591153
252.6936292,5.50425668,0.226979657,115.4669363,115.4669363
252.5187258,5.484777505,0.226176392,116.0901248,116.0901248
252.621001,5.460122142,0.225159676,115.1732963,115.1732963
252.5676638,5.454549963,0.224929895,111.6674621,111.6674621
252.5506134,5.43287402,0.224036042,113.3700036,113.3700036
252.5737298,5.403102856,0.222808365,110.7187628,110.7187628
252.589578,5.385685478,0.222090123,112.1129207,112.1129207
252.5485367,5.356919647,0.220903903,111.0509505,111.0509505
252.5399022,5.330794264,0.219826568,108.7533397,108.7533397
252.5195729,5.313467989,0.219112082,107.8521438,107.8521438
